Season,Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,Plays,NameASCII,PlayerId,MLBAMID
2002,"Adam Piatt","OAK","RF",12,6,61,11,0,0,0,0,0,0,0,0,,,,,,0,"Adam Piatt",935,276516
2002,"Olmedo Saenz","OAK","1B",33,23,201,187,10,0,0,0,16,1,0,17,4,,,,,0,"Olmedo Saenz",937,121616
2002,"Olmedo Saenz","OAK","3B",15,10,100,14,28,5,3,2,1,1,0,0,,,,,,0,"Olmedo Saenz",937,121616
2002,"Larry Sutton","OAK","1B",6,2,29,33,1,0,0,0,0,0,0,0,0,,,,,0,"Larry Sutton",939,123009
2002,"Larry Sutton","OAK","LF",2,2,16,5,1,0,0,0,0,0,0,0,,,,,,0,"Larry Sutton",939,123009
2002,"Larry Sutton","OAK","RF",1,0,4,0,0,0,0,0,0,0,0,0,,,,,,0,"Larry Sutton",939,123009
2002,"Miguel Tejada","OAK","SS",162,161,1424,233,503,19,11,8,101,56,46,5,,,,,,0,"Miguel Tejada",941,123173
2002,"Randy Velarde","OAK","1B",5,3,26,25,0,1,1,0,2,0,0,2,0,,,,,0,"Randy Velarde",942,123690
2002,"Randy Velarde","OAK","2B",38,28,260,70,88,3,0,3,20,4,17,1,,,,,,0,"Randy Velarde",942,123690
2002,"Randy Velarde","OAK","3B",1,1,9,0,1,0,0,0,0,0,0,0,,,,,,0,"Randy Velarde",942,123690
2002,"Bobby Abreu","PHI","CF",18,17,128.2,30,1,0,0,0,0,1,0,0,,,,,,0,"Bobby Abreu",945,110029
2002,"Bobby Abreu","PHI","RF",148,136,1225.1,251,9,5,5,0,0,1,0,0,,,,,,0,"Bobby Abreu",945,110029
2002,"Marlon Anderson","PHI","2B",143,140,1199.2,269,383,20,11,9,85,38,49,4,,,,,,0,"Marlon Anderson",947,136724
2002,"Pat Burrell","PHI","LF",157,154,1383,273,8,6,3,3,0,1,0,0,,,,,,0,"Pat Burrell",949,150100
2002,"Marlon Byrd","PHI","CF",8,8,66,15,0,0,0,0,0,0,0,0,,,,,,0,"Marlon Byrd",950,407781
2002,"Marlon Byrd","PHI","RF",2,1,11,2,0,0,0,0,0,0,0,0,,,,,,0,"Marlon Byrd",950,407781
2002,"Doug Glanville","PHI","CF",117,95,891.1,221,7,0,0,0,0,4,0,0,,,,,,0,"Doug Glanville",956,114844
2002,"Travis Lee","PHI","1B",148,130,1230.2,1263,74,6,3,3,113,9,1,115,23,,,,,0,"Travis Lee",958,134162
2002,"Tomas Perez","PHI","1B",3,2,16,10,0,0,0,0,1,0,0,1,2,,,,,0,"Tomas Perez",965,120416
2002,"Tomas Perez","PHI","2B",50,21,248,67,90,1,1,0,21,7,14,1,,,,,,0,"Tomas Perez",965,120416
2002,"Tomas Perez","PHI","3B",14,9,96.1,5,27,3,2,1,0,0,0,0,,,,,,0,"Tomas Perez",965,120416
2002,"Tomas Perez","PHI","SS",13,12,103.1,30,33,0,0,0,10,3,7,1,,,,,,0,"Tomas Perez",965,120416
2002,"Todd Pratt","PHI","1B",2,2,18,19,1,0,0,0,0,0,0,1,0,,,,,0,"Todd Pratt",968,120747
2002,"Scott Rolen","PHI","3B",100,100,874,81,206,8,4,4,22,23,0,1,,,,,,0,"Scott Rolen",970,121409
2002,"Scott Rolen","STL","3B",55,54,486,52,129,8,5,3,15,16,0,2,,,,,,0,"Scott Rolen",970,121409
2002,"Jimmy Rollins","PHI","2B",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Jimmy Rollins",971,276519
2002,"Jimmy Rollins","PHI","SS",152,149,1343.1,228,454,14,8,6,84,38,47,7,,,,,,0,"Jimmy Rollins",971,276519
2002,"Mike Benjamin","PIT","1B",1,0,4,4,0,0,0,0,1,0,0,1,0,,,,,0,"Mike Benjamin",981,110862
2002,"Mike Benjamin","PIT","2B",11,7,73,23,24,0,0,0,5,1,4,1,,,,,,0,"Mike Benjamin",981,110862
2002,"Mike Benjamin","PIT","3B",61,5,139.2,13,33,1,0,1,3,3,0,0,,,,,,0,"Mike Benjamin",981,110862
2002,"Mike Benjamin","PIT","RF",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Mike Benjamin",981,110862
2002,"Mike Benjamin","PIT","SS",15,11,88.2,18,35,1,0,1,4,1,3,1,,,,,,0,"Mike Benjamin",981,110862
2002,"Adrian Brown","PIT","CF",64,41,403,108,1,3,3,0,0,1,0,0,,,,,,0,"Adrian Brown",985,111531
2002,"Adrian Brown","PIT","RF",9,3,38.2,7,0,0,0,0,0,0,0,0,,,,,,0,"Adrian Brown",985,111531
2002,"Brian Giles","PIT","CF",3,1,12,1,0,0,0,0,0,0,0,0,,,,,,0,"Brian Giles",990,114789
2002,"Brian Giles","PIT","LF",152,150,1278.2,241,13,7,7,0,0,5,0,0,,,,,,0,"Brian Giles",990,114789
2002,"Chad Hermansen","CHC","CF",9,6,53,12,0,2,2,0,0,0,0,0,,,,,,0,"Chad Hermansen",991,150252
2002,"Chad Hermansen","PIT","CF",59,46,401.1,106,5,2,1,1,0,1,0,0,,,,,,0,"Chad Hermansen",991,150252
2002,"Chad Hermansen","CHC","LF",4,0,9,2,0,0,0,0,0,0,0,0,,,,,,0,"Chad Hermansen",991,150252
2002,"Chad Hermansen","PIT","LF",2,0,6,0,0,0,0,0,0,0,0,0,,,,,,0,"Chad Hermansen",991,150252
2002,"Chad Hermansen","CHC","RF",9,0,25,3,0,0,0,0,0,0,0,0,,,,,,0,"Chad Hermansen",991,150252
2002,"Chad Hermansen","PIT","RF",2,0,3,1,0,0,0,0,0,0,0,0,,,,,,0,"Chad Hermansen",991,150252
2002,"Rob Mackowiak","PIT","2B",3,1,11,2,3,1,1,0,1,0,1,0,,,,,,0,"Rob Mackowiak",995,406670
2002,"Rob Mackowiak","PIT","3B",26,22,176.1,13,50,3,1,2,4,4,0,0,,,,,,0,"Rob Mackowiak",995,406670
2002,"Rob Mackowiak","PIT","CF",41,37,294,67,2,1,1,0,0,1,0,0,,,,,,0,"Rob Mackowiak",995,406670
2002,"Rob Mackowiak","PIT","LF",2,0,2,1,0,0,0,0,0,0,0,0,,,,,,0,"Rob Mackowiak",995,406670
2002,"Rob Mackowiak","PIT","RF",76,40,397.1,83,5,1,1,0,0,3,0,0,,,,,,0,"Rob Mackowiak",995,406670
2002,"Keith Osik","PIT","1B",3,0,8.2,7,2,0,0,0,1,0,0,0,0,,,,,0,"Keith Osik",1001,120092
2002,"Keith Osik","PIT","2B",1,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,"Keith Osik",1001,120092
2002,"Keith Osik","PIT","3B",4,4,28.1,2,16,0,0,0,1,1,0,0,,,,,,0,"Keith Osik",1001,120092
2002,"Keith Osik","PIT","LF",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Keith Osik",1001,120092
2002,"Aramis Ramirez","PIT","3B",131,130,1068.1,76,254,19,14,5,24,26,2,4,,,,,,0,"Aramis Ramirez",1002,133380
2002,"Pokey Reese","PIT","2B",117,116,997.1,283,368,8,5,3,75,26,53,8,,,,,,0,"Pokey Reese",1004,121009
2002,"Armando Rios","PIT","LF",11,8,75.1,11,1,0,0,0,0,0,0,0,,,,,,0,"Armando Rios",1006,136608
2002,"Armando Rios","PIT","RF",47,45,348.2,75,4,0,0,0,0,1,0,0,,,,,,0,"Armando Rios",1006,136608
2002,"Craig Wilson","PIT","1B",42,34,268,277,21,3,3,0,31,1,0,34,0,,,,,0,"Craig Wilson",1015,346852
2002,"Craig Wilson","PIT","LF",1,0,2.2,1,0,0,0,0,0,0,0,0,,,,,,0,"Craig Wilson",1015,346852
2002,"Craig Wilson","PIT","RF",74,65,537.2,104,6,2,1,1,0,0,0,0,,,,,,0,"Craig Wilson",1015,346852
2002,"Jack Wilson","PIT","SS",143,135,1184.1,190,462,15,10,5,84,48,37,5,,,,,,0,"Jack Wilson",1017,333292
2002,"Kevin Young","PIT","1B",144,127,1130.2,1280,88,13,10,3,111,8,1,117,20,,,,,0,"Kevin Young",1018,124704
2002,"Kevin Barker","SDP","1B",6,5,45.1,49,1,0,0,0,5,0,0,5,1,,,,,0,"Kevin Barker",1019,150070
2002,"Sean Burroughs","SDP","2B",13,11,77.1,26,23,1,1,0,7,3,4,1,,,,,,0,"Sean Burroughs",1021,284568
2002,"Sean Burroughs","SDP","3B",48,39,341.2,32,70,7,4,3,5,4,0,1,,,,,,0,"Sean Burroughs",1021,284568
2002,"Cesar Crespo","SDP","2B",4,0,9.1,1,2,0,0,0,0,0,0,0,,,,,,0,"Cesar Crespo",1024,406678
2002,"Cesar Crespo","SDP","3B",4,2,27.1,1,5,1,0,1,1,1,0,0,,,,,,0,"Cesar Crespo",1024,406678
2002,"Cesar Crespo","SDP","CF",1,0,2,2,0,0,0,0,0,0,0,0,,,,,,0,"Cesar Crespo",1024,406678
2002,"Cesar Crespo","SDP","LF",6,0,13.1,0,1,0,0,0,0,0,0,0,,,,,,0,"Cesar Crespo",1024,406678
2002,"Cesar Crespo","SDP","RF",1,0,0.2,0,0,0,0,0,0,0,0,0,,,,,,0,"Cesar Crespo",1024,406678
2002,"Cesar Crespo","SDP","SS",1,0,1.1,0,0,0,0,0,0,0,0,0,,,,,,0,"Cesar Crespo",1024,406678
2002,"Deivi Cruz","SDP","1B",1,0,2,4,0,0,0,0,0,0,0,0,0,,,,,0,"Deivi Cruz",1025,112897
2002,"Deivi Cruz","SDP","SS",147,133,1162,170,372,15,11,4,76,35,43,5,,,,,,0,"Deivi Cruz",1025,112897
2002,"Kory DeHaan","SDP","CF",2,0,2,1,0,0,0,0,0,0,0,0,,,,,,0,"Kory DeHaan",1027,276527
2002,"Kory DeHaan","SDP","LF",6,2,22.2,5,0,0,0,0,0,0,0,0,,,,,,0,"Kory DeHaan",1027,276527
2002,"Kory DeHaan","SDP","RF",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Kory DeHaan",1027,276527
2002,"Ron Gant","SDP","CF",1,0,2,1,0,0,0,0,0,0,0,0,,,,,,0,"Ron Gant",1032,114567
2002,"Ron Gant","SDP","LF",78,70,598.2,139,6,3,3,0,0,0,0,0,,,,,,0,"Ron Gant",1032,114567
2002,"Ron Gant","SDP","RF",5,3,25,3,0,0,0,0,0,0,0,0,,,,,,0,"Ron Gant",1032,114567
2002,"Trenidad Hubbard","SDP","2B",4,1,12,0,4,0,0,0,1,1,0,0,,,,,,0,"Trenidad Hubbard",1036,116248
2002,"Trenidad Hubbard","SDP","3B",6,3,30,4,5,1,0,1,1,1,0,0,,,,,,0,"Trenidad Hubbard",1036,116248
2002,"Trenidad Hubbard","SDP","CF",16,9,92.2,20,1,1,1,0,0,0,0,0,,,,,,0,"Trenidad Hubbard",1036,116248
2002,"Trenidad Hubbard","SDP","LF",16,5,69.1,16,0,0,0,0,0,0,0,0,,,,,,0,"Trenidad Hubbard",1036,116248
2002,"Trenidad Hubbard","SDP","RF",26,2,65.1,12,1,0,0,0,0,0,0,0,,,,,,0,"Trenidad Hubbard",1036,116248
2002,"D'Angelo Jimenez","CHW","2B",17,17,150,31,54,1,1,0,14,5,10,2,,,,,,0,"D'Angelo Jimenez",1038,150090
2002,"D'Angelo Jimenez","SDP","2B",54,52,444.1,114,159,7,4,3,38,20,20,3,,,,,,0,"D'Angelo Jimenez",1038,150090
2002,"D'Angelo Jimenez","CHW","3B",1,1,9,0,2,0,0,0,0,0,0,0,,,,,,0,"D'Angelo Jimenez",1038,150090
2002,"D'Angelo Jimenez","SDP","3B",32,30,258,19,70,5,3,2,6,8,0,2,,,,,,0,"D'Angelo Jimenez",1038,150090
2002,"D'Angelo Jimenez","CHW","SS",10,9,77.1,13,31,1,0,1,8,5,2,1,,,,,,0,"D'Angelo Jimenez",1038,150090
2002,"Ryan Klesko","SDP","1B",112,111,967.1,917,72,7,1,6,89,5,0,92,11,,,,,0,"Ryan Klesko",1041,117148
2002,"Ryan Klesko","SDP","RF",30,30,237,38,0,0,0,0,0,0,0,0,,,,,,0,"Ryan Klesko",1041,117148
2002,"Mark Kotsay","SDP","CF",148,143,1228.1,348,11,4,2,2,0,3,0,0,,,,,,0,"Mark Kotsay",1042,117276
2002,"Ray Lankford","SDP","CF",3,1,15,0,0,1,1,0,0,0,0,0,,,,,,0,"Ray Lankford",1044,117484
2002,"Ray Lankford","SDP","LF",59,53,426,98,4,4,3,1,0,1,0,0,,,,,,0,"Ray Lankford",1044,117484
2002,"Phil Nevin","SDP","1B",36,36,295,269,22,4,4,0,27,3,0,29,4,,,,,0,"Phil Nevin",1049,119732
2002,"Phil Nevin","SDP","3B",71,71,593.2,50,129,14,7,7,15,15,0,3,,,,,,0,"Phil Nevin",1049,119732
2002,"Bubba Trammell","SDP","LF",23,13,129,26,2,1,0,1,0,0,0,0,,,,,,0,"Bubba Trammell",1057,123438
2002,"Bubba Trammell","SDP","RF",104,94,764.1,151,2,4,3,1,0,1,0,0,,,,,,0,"Bubba Trammell",1057,123438
2002,"Ramón Vázquez","SDP","2B",81,66,573.1,130,188,5,4,1,42,17,28,1,,,,,,0,"Ramon Vazquez",1058,407496
2002,"Ramón Vázquez","SDP","3B",19,10,97.2,7,25,0,0,0,4,4,0,0,,,,,,0,"Ramon Vazquez",1058,407496
2002,"Ramón Vázquez","SDP","SS",41,28,255.2,32,96,2,1,1,15,8,8,0,,,,,,0,"Ramon Vazquez",1058,407496
2002,"Willie Bloomquist","SEA","2B",4,2,27,5,10,0,0,0,0,0,0,1,,,,,,0,"Willie Bloomquist",1066,217100
2002,"Willie Bloomquist","SEA","LF",7,6,43,12,0,0,0,0,0,0,0,0,,,,,,0,"Willie Bloomquist",1066,217100
2002,"Bret Boone","SEA","2B",153,152,1318.1,250,387,7,3,4,78,35,47,3,,,,,,0,"Bret Boone",1067,111214
2002,"Mike Cameron","SEA","CF",155,147,1318,414,6,5,4,1,0,0,0,0,,,,,,0,"Mike Cameron",1070,111904
2002,"Jeff Cirillo","SEA","1B",11,4,44.1,32,6,0,0,0,2,1,0,1,2,,,,,0,"Jeff Cirillo",1073,112297
2002,"Jeff Cirillo","SEA","3B",141,126,1107.1,112,218,9,6,3,22,21,2,0,,,,,,0,"Jeff Cirillo",1073,112297
2002,"Ben Davis","SEA","1B",3,0,6,8,0,0,0,0,0,0,0,0,0,,,,,0,"Ben Davis",1074,150433
2002,"Charles Gipson","SEA","3B",4,1,12.1,1,1,0,0,0,0,0,0,0,,,,,,0,"Charles Gipson",1078,133420
2002,"Charles Gipson","SEA","CF",5,2,21,5,0,0,0,0,0,0,0,0,,,,,,0,"Charles Gipson",1078,133420
2002,"Charles Gipson","SEA","LF",56,8,148.2,42,2,0,0,0,0,1,0,0,,,,,,0,"Charles Gipson",1078,133420
2002,"Charles Gipson","SEA","RF",13,7,70,19,0,2,1,1,0,0,0,0,,,,,,0,"Charles Gipson",1078,133420
2002,"Carlos Guillen","SEA","SS",130,127,1113,203,303,18,11,7,65,30,34,3,,,,,,0,"Carlos Guillen",1079,136722
2002,"Gene Kingsale","SEA","CF",1,1,9,4,0,0,0,0,0,0,0,0,,,,,,0,"Gene Kingsale",1085,117094
2002,"Gene Kingsale","SDP","CF",17,9,94.1,40,1,0,0,0,0,0,0,0,,,,,,0,"Gene Kingsale",1085,117094
2002,"Gene Kingsale","SDP","LF",26,19,177.1,43,0,0,0,0,0,0,0,0,,,,,,0,"Gene Kingsale",1085,117094
2002,"Gene Kingsale","SEA","RF",1,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,"Gene Kingsale",1085,117094
2002,"Gene Kingsale","SDP","RF",49,18,216,43,3,2,2,0,0,0,0,0,,,,,,0,"Gene Kingsale",1085,117094
2002,"Mark McLemore","SEA","2B",1,1,8,2,2,0,0,0,0,0,0,0,,,,,,0,"Mark McLemore",1088,118808
2002,"Mark McLemore","SEA","3B",14,10,83.2,7,13,2,1,1,1,1,0,0,,,,,,0,"Mark McLemore",1088,118808
2002,"Mark McLemore","SEA","CF",12,9,71.1,23,0,0,0,0,0,0,0,0,,,,,,0,"Mark McLemore",1088,118808
2002,"Mark McLemore","SEA","LF",82,69,595,148,2,5,5,0,0,0,0,0,,,,,,0,"Mark McLemore",1088,118808
2002,"Mark McLemore","SEA","RF",1,1,8,1,0,0,0,0,0,0,0,0,,,,,,0,"Mark McLemore",1088,118808
2002,"Mark McLemore","SEA","SS",1,0,2,0,1,0,0,0,0,0,0,0,,,,,,0,"Mark McLemore",1088,118808
2002,"John Olerud","SEA","1B",152,150,1318.2,1168,102,5,5,0,114,13,1,115,22,,,,,0,"John Olerud",1093,119976
2002,"Scott Podsednik","SEA","CF",1,0,2,1,0,0,0,0,0,0,0,0,,,,,,0,"Scott Podsednik",1095,325392
2002,"Scott Podsednik","SEA","LF",9,2,40,11,0,0,0,0,0,0,0,0,,,,,,0,"Scott Podsednik",1095,325392
2002,"Scott Podsednik","SEA","RF",2,1,9,3,0,1,1,0,0,0,0,0,,,,,,0,"Scott Podsednik",1095,325392
2002,"Desi Relaford","SEA","2B",11,5,53,14,21,0,0,0,5,0,6,0,,,,,,0,"Desi Relaford",1096,121058
2002,"Desi Relaford","SEA","3B",37,25,241,25,41,3,2,1,1,1,0,0,,,,,,0,"Desi Relaford",1096,121058
2002,"Desi Relaford","SEA","LF",25,14,132,27,3,2,2,0,0,0,0,0,,,,,,0,"Desi Relaford",1096,121058
2002,"Desi Relaford","SEA","RF",10,4,50,14,0,0,0,0,0,0,0,0,,,,,,0,"Desi Relaford",1096,121058
2002,"Desi Relaford","SEA","SS",40,34,303,45,88,5,4,1,23,8,15,1,,,,,,0,"Desi Relaford",1096,121058
2002,"Ruben Sierra","SEA","LF",58,53,415.2,91,1,1,0,1,0,0,0,0,,,,,,0,"Ruben Sierra",1099,122218
2002,"Ruben Sierra","SEA","RF",1,1,3,0,0,1,1,0,0,0,0,0,,,,,,0,"Ruben Sierra",1099,122218
2002,"Ichiro Suzuki","SEA","CF",3,3,24,8,0,0,0,0,0,0,0,0,,,,,,0,"Ichiro Suzuki",1101,400085
2002,"Ichiro Suzuki","SEA","RF",150,146,1284.1,323,8,3,2,1,0,0,0,0,,,,,,0,"Ichiro Suzuki",1101,400085
2002,"Dan Wilson","SEA","1B",4,1,14,17,1,0,0,0,0,0,0,0,0,,,,,0,"Dan Wilson",1102,124383
2002,"Rich Aurilia","SFG","SS",131,130,1126,212,335,11,5,6,86,42,49,5,,,,,,0,"Rich Aurilia",1106,110383
2002,"David Bell","SFG","1B",2,2,15,13,4,0,0,0,2,0,0,2,0,,,,,0,"David Bell",1108,110816
2002,"David Bell","SFG","2B",12,10,87,21,29,3,2,1,5,0,5,1,,,,,,0,"David Bell",1108,110816
2002,"David Bell","SFG","3B",139,128,1137,78,241,9,5,4,19,19,0,2,,,,,,0,"David Bell",1108,110816
2002,"David Bell","SFG","SS",3,3,27,4,7,0,0,0,1,0,1,0,,,,,,0,"David Bell",1108,110816
2002,"Barry Bonds","SFG","LF",135,133,1115,240,4,8,7,1,0,2,0,0,,,,,,0,"Barry Bonds",1109,111188
2002,"Pedro Feliz","SFG","3B",44,32,280.1,28,57,3,3,0,7,8,0,1,,,,,,0,"Pedro Feliz",1112,150268
2002,"Pedro Feliz","SFG","LF",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Pedro Feliz",1112,150268
2002,"Pedro Feliz","SFG","SS",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Pedro Feliz",1112,150268
2002,"Tom Goodwin","SFG","CF",22,13,134.2,50,0,0,0,0,0,0,0,0,,,,,,0,"Tom Goodwin",1114,114961
2002,"Tom Goodwin","SFG","LF",28,11,118.2,32,0,1,0,1,0,0,0,0,,,,,,0,"Tom Goodwin",1114,114961
2002,"Tom Goodwin","SFG","RF",7,7,56,16,0,0,0,0,0,0,0,0,,,,,,0,"Tom Goodwin",1114,114961
2002,"Jeff Kent","SFG","1B",9,9,66.2,55,2,0,0,0,6,1,0,7,2,,,,,0,"Jeff Kent",1119,116999
2002,"Jeff Kent","SFG","2B",149,142,1259.1,291,412,17,15,2,105,46,60,9,,,,,,0,"Jeff Kent",1119,116999
2002,"Ramon Martinez","SFG","1B",4,4,31,31,3,0,0,0,3,0,0,3,0,,,,,0,"Ramon Martinez",1120,134002
2002,"Ramon Martinez","SFG","2B",17,10,91,17,25,1,0,1,6,4,2,0,,,,,,0,"Ramon Martinez",1120,134002
2002,"Ramon Martinez","SFG","3B",2,0,2,2,0,0,0,0,0,0,0,0,,,,,,0,"Ramon Martinez",1120,134002
2002,"Ramon Martinez","SFG","LF",3,2,25,8,0,0,0,0,0,0,0,0,,,,,,0,"Ramon Martinez",1120,134002
2002,"Ramon Martinez","SFG","SS",40,28,269.1,52,82,7,5,2,22,9,12,5,,,,,,0,"Ramon Martinez",1120,134002
2002,"Cody Ransom","SFG","SS",3,1,12,3,3,0,0,0,0,0,0,0,,,,,,0,"Cody Ransom",1126,285068
2002,"Reggie Sanders","SFG","RF",137,133,1135.2,290,12,5,4,1,0,0,0,0,,,,,,0,"Reggie Sanders",1129,121673
2002,"Tsuyoshi Shinjo","SFG","CF",108,93,820.2,276,10,6,4,2,0,2,0,1,,,,,,0,"Tsuyoshi Shinjo",1132,400101
2002,"Tsuyoshi Shinjo","SFG","LF",1,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,"Tsuyoshi Shinjo",1132,400101
2002,"Tsuyoshi Shinjo","SFG","RF",10,4,36.1,9,0,0,0,0,0,0,0,0,,,,,,0,"Tsuyoshi Shinjo",1132,400101
2002,"J.T. Snow","SFG","1B",134,111,1013,939,79,7,6,1,100,5,1,101,19,,,,,0,"J.T. Snow",1133,122497
2002,"Tony Torcato","SFG","RF",3,2,22,2,0,0,0,0,0,0,0,0,,,,,,0,"Tony Torcato",1134,407378
2002,"Mike Coolbaugh","STL","3B",4,3,26,0,8,0,0,0,3,3,0,0,,,,,,0,"Mike Coolbaugh",1147,150086
2002,"Wilson Delgado","STL","SS",8,4,44,8,9,0,0,0,1,0,1,0,,,,,,0,"Wilson Delgado",1150,113234
2002,"J.D. Drew","STL","CF",6,1,17,4,0,0,0,0,0,0,0,0,,,,,,0,"J.D. Drew",1152,136770
2002,"J.D. Drew","STL","RF",118,107,929.2,219,4,3,3,0,0,2,0,0,,,,,,0,"J.D. Drew",1152,136770
2002,"Jim Edmonds","STL","CF",139,132,1158.1,346,10,5,4,1,0,3,0,0,,,,,,0,"Jim Edmonds",1153,113744
2002,"Eli Marrero","STL","1B",4,0,11.1,13,0,0,0,0,2,0,0,2,0,,,,,0,"Eli Marrero",1166,118305
2002,"Eli Marrero","STL","CF",36,24,207,72,3,0,0,0,0,1,0,0,,,,,,0,"Eli Marrero",1166,118305
2002,"Eli Marrero","STL","LF",39,29,241,41,1,1,1,0,0,0,0,0,,,,,,0,"Eli Marrero",1166,118305
2002,"Eli Marrero","STL","RF",46,33,300,71,5,2,2,0,0,3,0,0,,,,,,0,"Eli Marrero",1166,118305
2002,"Tino Martinez","STL","1B",149,141,1221,1219,85,5,3,2,102,10,4,113,11,,,,,0,"Tino Martinez",1168,118362
2002,"Mike Matheny","STL","1B",1,0,1,1,0,0,0,0,1,0,0,1,0,,,,,0,"Mike Matheny",1169,118414
2002,"Placido Polanco","STL","2B",6,5,46,11,17,1,1,0,6,2,5,0,,,,,,0,"Placido Polanco",1176,135784
2002,"Placido Polanco","PHI","3B",53,52,479,38,130,3,0,3,10,11,0,3,,,,,,0,"Placido Polanco",1176,135784
2002,"Placido Polanco","STL","3B",77,63,584,52,138,5,3,2,16,18,0,2,,,,,,0,"Placido Polanco",1176,135784
2002,"Placido Polanco","STL","SS",13,9,90.2,19,24,0,0,0,6,5,1,1,,,,,,0,"Placido Polanco",1176,135784
2002,"Albert Pujols","STL","1B",21,16,144,139,13,1,0,0,23,3,1,22,0,,,,,0,"Albert Pujols",1177,405395
2002,"Albert Pujols","STL","3B",41,37,296,25,67,6,2,4,5,5,1,1,,,,,,0,"Albert Pujols",1177,405395
2002,"Albert Pujols","STL","LF",117,101,874.2,174,4,4,4,0,0,0,0,0,,,,,,0,"Albert Pujols",1177,405395
2002,"Albert Pujols","STL","RF",1,0,3,0,0,0,0,0,0,0,0,0,,,,,,0,"Albert Pujols",1177,405395
2002,"Albert Pujols","STL","SS",1,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,"Albert Pujols",1177,405395
2002,"Edgar Renteria","STL","SS",149,147,1287.1,200,412,19,10,9,71,29,40,6,,,,,,0,"Edgar Renteria",1178,121074
2002,"Kerry Robinson","STL","CF",10,3,39,15,0,0,0,0,0,0,0,0,,,,,,0,"Kerry Robinson",1179,137005
2002,"Kerry Robinson","STL","LF",47,19,199.2,57,0,2,2,0,0,0,0,0,,,,,,0,"Kerry Robinson",1179,137005
2002,"Kerry Robinson","STL","RF",17,4,61.2,15,0,0,0,0,0,0,0,0,,,,,,0,"Kerry Robinson",1179,137005
2002,"So Taguchi","STL","CF",6,2,25,8,2,0,0,0,0,0,0,0,,,,,,0,"So Taguchi",1186,408039
2002,"So Taguchi","STL","LF",8,0,11.2,3,0,1,0,1,0,0,0,0,,,,,,0,"So Taguchi",1186,408039
2002,"Fernando Vina","STL","2B",150,149,1312.1,286,399,13,8,5,91,45,54,7,,,,,,0,"Fernando Vina",1189,123726
2002,"Brent Abernathy","TBD","2B",116,115,1015,253,314,12,7,5,79,40,41,5,,,,,,0,"Brent Abernathy",1192,150466
2002,"Jason Conti","TBD","CF",28,23,201.1,79,3,2,1,1,0,1,0,0,,,,,,0,"Jason Conti",1199,150152
2002,"Jason Conti","TBD","LF",21,14,138.2,39,2,2,1,1,0,0,0,0,,,,,,0,"Jason Conti",1199,150152
2002,"Jason Conti","TBD","RF",28,22,206.1,45,3,2,2,0,0,0,0,0,,,,,,0,"Jason Conti",1199,150152
2002,"Steve Cox","TBD","1B",110,110,967.2,845,84,7,5,2,92,14,0,92,14,,,,,0,"Steve Cox",1200,150132
2002,"Carl Crawford","TBD","LF",63,63,561.1,160,5,1,1,0,0,1,0,0,,,,,,0,"Carl Crawford",1201,408307
2002,"Felix Escalona","TBD","2B",25,20,191.1,46,61,4,3,1,12,4,8,0,,,,,,0,"Felix Escalona",1204,407905
2002,"Felix Escalona","TBD","3B",4,4,34,1,7,2,1,1,1,1,0,0,,,,,,0,"Felix Escalona",1204,407905
2002,"Felix Escalona","TBD","SS",26,16,168,29,58,5,1,4,16,6,10,0,,,,,,0,"Felix Escalona",1204,407905
2002,"Chris Gomez","TBD","SS",130,128,1113.1,231,356,12,8,4,84,31,56,8,,,,,,0,"Chris Gomez",1208,114909
2002,"Ben Grieve","TBD","RF",118,117,1038.2,248,6,3,2,1,0,2,0,0,,,,,,0,"Ben Grieve",1209,115132
2002,"Aubrey Huff","TBD","1B",45,45,402.2,354,18,5,1,3,39,2,0,42,0,,,,,0,"Aubrey Huff",1213,333492
2002,"Aubrey Huff","TBD","3B",14,13,115.2,14,24,3,1,1,0,0,0,1,,,,,,0,"Aubrey Huff",1213,333492
2002,"Russ Johnson","TBD","2B",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Russ Johnson",1216,116641
2002,"Russ Johnson","TBD","3B",27,27,239,24,38,1,1,0,4,4,0,1,,,,,,0,"Russ Johnson",1216,116641
2002,"Russ Johnson","TBD","SS",2,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,"Russ Johnson",1216,116641
2002,"Damian Rolls","TBD","CF",4,4,35,10,1,0,0,0,0,1,0,0,,,,,,0,"Damian Rolls",1222,150390
2002,"Damian Rolls","TBD","LF",4,4,36,17,0,1,1,0,0,0,0,0,,,,,,0,"Damian Rolls",1222,150390
