Season,Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,Plays,NameASCII,PlayerId,MLBAMID
2002,"Mike Mordecai","MON","SS",3,3,23,3,9,0,0,0,1,1,0,0,,,,,,0,"Mike Mordecai",1385,119348
2002,"Alex Cora","LAD","2B",40,10,153,26,53,2,0,2,10,3,7,0,,,,,,0,"Alex Cora",1386,133321
2002,"Alex Cora","LAD","SS",61,53,453,67,142,5,3,2,29,14,15,3,,,,,,0,"Alex Cora",1386,133321
2002,"Greg Norton","COL","1B",15,5,64,55,3,0,0,0,5,0,0,5,0,,,,,0,"Greg Norton",1388,119853
2002,"Greg Norton","COL","3B",22,20,154.2,16,27,5,2,3,4,4,0,0,,,,,,0,"Greg Norton",1388,119853
2002,"Greg Norton","COL","LF",2,2,14,4,0,0,0,0,0,0,0,0,,,,,,0,"Greg Norton",1388,119853
2002,"Jeff Reboulet","LAD","2B",11,5,49.1,6,22,2,2,0,2,1,0,1,,,,,,0,"Jeff Reboulet",1389,120975
2002,"Jeff Reboulet","LAD","3B",3,0,7.2,0,0,0,0,0,0,0,0,0,,,,,,0,"Jeff Reboulet",1389,120975
2002,"Jeff Reboulet","LAD","SS",5,0,12,3,2,2,1,1,0,0,0,0,,,,,,0,"Jeff Reboulet",1389,120975
2002,"Andres Galarraga","MON","1B",88,72,661.2,632,56,12,8,4,50,4,2,51,6,,,,,0,"Andres Galarraga",1390,114526
2002,"Dave Hollins","PHI","1B",5,5,30,37,1,0,0,0,3,0,0,3,0,,,,,0,"Dave Hollins",1391,116083
2002,"Mark DeRosa","ATL","2B",32,27,250,58,89,4,3,1,23,9,12,2,,,,,,0,"Mark DeRosa",1392,136660
2002,"Mark DeRosa","ATL","3B",4,3,28,1,4,0,0,0,0,0,0,0,,,,,,0,"Mark DeRosa",1392,136660
2002,"Mark DeRosa","ATL","LF",2,1,14,1,0,0,0,0,0,0,0,0,,,,,,0,"Mark DeRosa",1392,136660
2002,"Mark DeRosa","ATL","RF",5,1,15,3,0,0,0,0,0,0,0,0,,,,,,0,"Mark DeRosa",1392,136660
2002,"Mark DeRosa","ATL","SS",19,14,139,29,52,2,1,1,16,4,12,1,,,,,,0,"Mark DeRosa",1392,136660
2002,"Orlando Merced","HOU","1B",7,6,54,53,3,0,0,0,7,2,0,7,1,,,,,0,"Orlando Merced",1393,118958
2002,"Orlando Merced","HOU","3B",1,0,2.1,0,1,0,0,0,0,0,0,0,,,,,,0,"Orlando Merced",1393,118958
2002,"Orlando Merced","HOU","LF",20,10,96.1,28,1,0,0,0,0,1,0,0,,,,,,0,"Orlando Merced",1393,118958
2002,"Orlando Merced","HOU","RF",44,36,295,62,6,2,2,0,0,0,0,0,,,,,,0,"Orlando Merced",1393,118958
2002,"Lenny Harris","MIL","1B",12,5,66,50,7,0,0,0,0,0,0,1,2,,,,,0,"Lenny Harris",1394,115529
2002,"Lenny Harris","MIL","3B",14,10,80,6,14,0,0,0,3,3,0,0,,,,,,0,"Lenny Harris",1394,115529
2002,"Lenny Harris","MIL","LF",16,12,110.1,26,0,0,0,0,0,0,0,0,,,,,,0,"Lenny Harris",1394,115529
2002,"Gerald Williams","NYY","CF",6,2,28,6,0,0,0,0,0,0,0,0,,,,,,0,"Gerald Williams",1395,124314
2002,"Gerald Williams","NYY","LF",6,0,11,2,0,0,0,0,0,0,0,0,,,,,,0,"Gerald Williams",1395,124314
2002,"Gerald Williams","NYY","RF",17,0,31,4,1,0,0,0,0,1,0,0,,,,,,0,"Gerald Williams",1395,124314
2002,"Chris Donnels","ARI","1B",1,0,1,1,0,0,0,0,0,0,0,0,0,,,,,0,"Chris Donnels",1396,113452
2002,"Chris Donnels","ARI","3B",25,11,103.2,10,16,0,0,0,0,0,0,0,,,,,,0,"Chris Donnels",1396,113452
2002,"Jason Lane","HOU","CF",1,1,12,4,0,0,0,0,0,0,0,0,,,,,,0,"Jason Lane",1397,407835
2002,"Jason Lane","HOU","LF",12,1,21.2,4,0,0,0,0,0,0,0,0,,,,,,0,"Jason Lane",1397,407835
2002,"Jason Lane","HOU","RF",27,16,150.2,40,3,1,1,0,0,1,0,0,,,,,,0,"Jason Lane",1397,407835
2002,"Brady Clark","CIN","CF",3,3,22,6,0,1,0,1,0,0,0,0,,,,,,0,"Brady Clark",1398,276054
2002,"Brady Clark","NYM","CF",2,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,"Brady Clark",1398,276054
2002,"Brady Clark","CIN","LF",14,3,46.1,6,0,0,0,0,0,0,0,0,,,,,,0,"Brady Clark",1398,276054
2002,"Brady Clark","NYM","LF",1,0,4,1,0,0,0,0,0,0,0,0,,,,,,0,"Brady Clark",1398,276054
2002,"Brady Clark","CIN","RF",6,0,10.1,3,0,0,0,0,0,0,0,0,,,,,,0,"Brady Clark",1398,276054
2002,"Brady Clark","NYM","RF",3,1,13,3,0,0,0,0,0,0,0,0,,,,,,0,"Brady Clark",1398,276054
2002,"Jason Michaels","PHI","3B",1,0,0.1,0,0,2,0,2,0,0,0,0,,,,,,0,"Jason Michaels",1399,346859
2002,"Jason Michaels","PHI","CF",14,6,66,11,2,0,0,0,0,0,0,0,,,,,,0,"Jason Michaels",1399,346859
2002,"Jason Michaels","PHI","LF",6,0,12.2,3,0,0,0,0,0,0,0,0,,,,,,0,"Jason Michaels",1399,346859
2002,"Jason Michaels","PHI","RF",7,4,35,8,0,0,0,0,0,0,0,0,,,,,,0,"Jason Michaels",1399,346859
2002,"Luis Ugueto","SEA","2B",11,2,37,10,14,1,0,1,3,0,3,0,,,,,,0,"Luis Ugueto",1400,407899
2002,"Luis Ugueto","SEA","3B",1,0,1,0,1,0,0,0,0,0,0,0,,,,,,0,"Luis Ugueto",1400,407899
2002,"Luis Ugueto","SEA","SS",8,1,27.1,1,10,2,1,1,3,3,0,1,,,,,,0,"Luis Ugueto",1400,407899
2002,"Shawon Dunston","SFG","1B",1,1,7,6,0,0,0,0,0,0,0,0,0,,,,,0,"Shawon Dunston",1401,113645
2002,"Shawon Dunston","SFG","CF",9,7,61.1,10,0,0,0,0,0,0,0,0,,,,,,0,"Shawon Dunston",1401,113645
2002,"Shawon Dunston","SFG","LF",18,10,99.2,15,0,0,0,0,0,0,0,0,,,,,,0,"Shawon Dunston",1401,113645
2002,"Shawon Dunston","SFG","RF",22,8,91,22,0,0,0,0,0,0,0,0,,,,,,0,"Shawon Dunston",1401,113645
2002,"Shawon Dunston","SFG","SS",1,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,"Shawon Dunston",1401,113645
2002,"David Dellucci","ARI","CF",2,1,10,3,0,0,0,0,0,0,0,0,,,,,,0,"David Dellucci",1402,113240
2002,"David Dellucci","ARI","LF",20,12,130.1,30,1,2,2,0,0,1,0,0,,,,,,0,"David Dellucci",1402,113240
2002,"David Dellucci","ARI","RF",45,40,335.2,52,1,1,1,0,0,1,0,0,,,,,,0,"David Dellucci",1402,113240
2002,"Dave Hansen","LAD","1B",27,7,89,80,5,0,0,0,2,2,0,2,1,,,,,0,"Dave Hansen",1403,115436
2002,"Dave Hansen","LAD","3B",11,5,51.2,4,13,2,2,0,0,0,0,0,,,,,,0,"Dave Hansen",1403,115436
2002,"Hiram Bocachica","DET","2B",2,1,8,1,4,0,0,0,0,0,0,0,,,,,,0,"Hiram Bocachica",1404,150375
2002,"Hiram Bocachica","DET","CF",27,17,165.1,48,1,2,2,0,0,0,0,0,,,,,,0,"Hiram Bocachica",1404,150375
2002,"Hiram Bocachica","LAD","CF",3,1,11,3,0,0,0,0,0,0,0,0,,,,,,0,"Hiram Bocachica",1404,150375
2002,"Hiram Bocachica","DET","LF",1,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,"Hiram Bocachica",1404,150375
2002,"Hiram Bocachica","LAD","LF",19,10,100,21,0,1,0,1,0,0,0,0,,,,,,0,"Hiram Bocachica",1404,150375
2002,"Hiram Bocachica","DET","RF",4,2,29,6,2,0,0,0,0,0,0,0,,,,,,0,"Hiram Bocachica",1404,150375
2002,"Hiram Bocachica","LAD","RF",2,0,4,0,0,0,0,0,0,0,0,0,,,,,,0,"Hiram Bocachica",1404,150375
2002,"Tim Raines","FLA","LF",14,4,44.1,10,1,1,1,0,0,0,0,0,,,,,,0,"Tim Raines",1406,120891
2002,"Tim Raines","FLA","RF",1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,"Tim Raines",1406,120891
2002,"Ricky Ledee","PHI","CF",40,35,297.2,83,0,0,0,0,0,0,0,0,,,,,,0,"Ricky Ledee",1407,133342
2002,"Ricky Ledee","PHI","LF",10,5,41,8,0,0,0,0,0,0,0,0,,,,,,0,"Ricky Ledee",1407,133342
2002,"Ricky Ledee","PHI","RF",5,2,33,6,0,0,0,0,0,0,0,0,,,,,,0,"Ricky Ledee",1407,133342
2002,"Mark Sweeney","SDP","1B",11,2,42,32,3,2,2,0,4,0,0,4,1,,,,,0,"Mark Sweeney",1408,123040
2002,"Mark Sweeney","SDP","RF",5,2,25.1,8,0,0,0,0,0,0,0,0,,,,,,0,"Mark Sweeney",1408,123040
2002,"Eduardo Perez","STL","1B",10,4,48,53,1,0,0,0,4,1,0,5,2,,,,,0,"Eduardo Perez",1409,120408
2002,"Eduardo Perez","STL","3B",6,0,13.1,0,0,1,1,0,0,0,0,0,,,,,,0,"Eduardo Perez",1409,120408
2002,"Eduardo Perez","STL","LF",7,3,34,9,3,0,0,0,0,0,0,0,,,,,,0,"Eduardo Perez",1409,120408
2002,"Eduardo Perez","STL","RF",29,18,145,42,1,1,1,0,0,1,0,0,,,,,,0,"Eduardo Perez",1409,120408
2002,"Damon Minor","SFG","1B",44,35,304.2,311,20,1,1,0,25,0,1,28,5,,,,,0,"Damon Minor",1411,150272
2002,"Miguel Cairo","STL","1B",3,1,9,9,0,0,0,0,0,0,0,0,0,,,,,0,"Miguel Cairo",1412,111867
2002,"Miguel Cairo","STL","2B",18,8,88,25,31,1,1,0,8,2,6,0,,,,,,0,"Miguel Cairo",1412,111867
2002,"Miguel Cairo","STL","3B",7,5,41,5,2,1,1,0,0,0,0,1,,,,,,0,"Miguel Cairo",1412,111867
2002,"Miguel Cairo","STL","LF",19,10,85.1,17,0,1,1,0,0,0,0,0,,,,,,0,"Miguel Cairo",1412,111867
2002,"Miguel Cairo","STL","RF",5,0,7,2,0,1,1,0,0,0,0,0,,,,,,0,"Miguel Cairo",1412,111867
2002,"Miguel Cairo","STL","SS",6,2,22.1,6,6,0,0,0,2,0,2,1,,,,,,0,"Miguel Cairo",1412,111867
2002,"Erubiel Durazo","ARI","1B",56,53,468.2,408,25,7,6,0,24,4,1,29,5,,,,,0,"Erubiel Durazo",1413,220194
2002,"Erubiel Durazo","ARI","RF",2,2,15,3,0,0,0,0,0,0,0,0,,,,,,0,"Erubiel Durazo",1413,220194
2002,"Ramon Santiago","DET","SS",63,63,548,95,205,7,5,2,36,21,17,3,,,,,,0,"Ramon Santiago",1417,421124
2002,"Jesse Garcia","ATL","2B",21,11,116,27,42,1,1,0,10,1,9,0,,,,,,0,"Jesse Garcia",1418,150019
2002,"Jesse Garcia","ATL","LF",2,0,7,2,0,0,0,0,0,0,0,0,,,,,,0,"Jesse Garcia",1418,150019
2002,"Jesse Garcia","ATL","RF",2,0,7,4,0,0,0,0,0,0,0,0,,,,,,0,"Jesse Garcia",1418,150019
2002,"Jesse Garcia","ATL","SS",5,0,13.2,4,7,0,0,0,4,3,1,0,,,,,,0,"Jesse Garcia",1418,150019
2002,"Hank Blalock","TEX","3B",46,42,383.2,29,72,6,3,3,6,6,1,1,,,,,,0,"Hank Blalock",1419,408213
2002,"Abraham O. Nunez","PIT","2B",44,37,329.1,80,128,2,2,0,33,12,21,1,,,,,,0,"Abraham O. Nunez",1420,119865
2002,"Abraham O. Nunez","PIT","SS",22,15,139.2,19,55,5,3,2,12,10,3,2,,,,,,0,"Abraham O. Nunez",1420,119865
2002,"McKay Christensen","NYM","CF",1,0,2.1,0,0,0,0,0,0,0,0,0,,,,,,0,"McKay Christensen",1421,150316
2002,"McKay Christensen","NYM","LF",2,0,5.1,3,0,0,0,0,0,0,0,0,,,,,,0,"McKay Christensen",1421,150316
2002,"Warren Morris","MIN","2B",4,2,16,2,6,0,0,0,1,0,1,0,,,,,,0,"Warren Morris",1424,150255
2002,"Homer Bush","TOR","2B",22,21,182,38,58,1,1,0,11,2,9,2,,,,,,0,"Homer Bush",1425,111792
2002,"Homer Bush","FLA","2B",12,6,67.2,11,14,1,1,0,2,1,1,0,,,,,,0,"Homer Bush",1425,111792
2002,"Homer Bush","FLA","SS",4,1,14,0,0,0,0,0,0,0,0,0,,,,,,0,"Homer Bush",1425,111792
2002,"Henry Rodriguez","MON","LF",5,2,19,0,0,0,0,0,0,0,0,0,,,,,,0,"Henry Rodriguez",1427,121357
2002,"Henry Rodriguez","MON","RF",1,0,3,0,0,0,0,0,0,0,0,0,,,,,,0,"Henry Rodriguez",1427,121357
2002,"Nick Punto","PHI","2B",1,0,1,1,1,0,0,0,1,0,1,0,,,,,,0,"Nick Punto",1429,346857
2002,"Nick Punto","PHI","SS",1,0,3,1,0,1,0,1,0,0,0,0,,,,,,0,"Nick Punto",1429,346857
2002,"Adam Everett","HOU","SS",34,29,252.2,34,91,5,3,2,21,13,9,0,,,,,,0,"Adam Everett",1430,276361
2002,"Clay Bellinger","ANA","1B",1,0,2,2,0,0,0,0,0,0,0,0,0,,,,,0,"Clay Bellinger",1436,150083
2002,"Lou Collier","MON","2B",2,0,5,1,1,0,0,0,0,0,0,0,,,,,,0,"Lou Collier",1438,112496
2002,"Lou Collier","MON","3B",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Lou Collier",1438,112496
2002,"Lou Collier","MON","CF",2,2,11,0,0,0,0,0,0,0,0,0,,,,,,0,"Lou Collier",1438,112496
2002,"Lou Collier","MON","LF",3,1,12,4,0,0,0,0,0,0,0,0,,,,,,0,"Lou Collier",1438,112496
2002,"Lou Collier","MON","RF",1,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,"Lou Collier",1438,112496
2002,"Jeff DaVanon","ANA","CF",4,1,16,2,0,0,0,0,0,0,0,0,,,,,,0,"Jeff DaVanon",1440,237800
2002,"Jeff DaVanon","ANA","LF",2,0,3,1,0,0,0,0,0,0,0,0,,,,,,0,"Jeff DaVanon",1440,237800
2002,"Jeff DaVanon","ANA","RF",4,3,32,10,0,0,0,0,0,0,0,0,,,,,,0,"Jeff DaVanon",1440,237800
2002,"Mark Ellis","OAK","2B",85,83,732.2,170,231,9,5,4,47,19,28,1,,,,,,0,"Mark Ellis",1443,407885
2002,"Mark Ellis","OAK","3B",7,7,63,7,18,2,0,2,0,0,0,0,,,,,,0,"Mark Ellis",1443,407885
2002,"Mark Ellis","OAK","SS",8,1,19.2,3,14,0,0,0,4,3,1,0,,,,,,0,"Mark Ellis",1443,407885
2002,"Mario Encarnacion","CHC","LF",2,2,13,5,0,0,0,0,0,0,0,0,,,,,,0,"Mario Encarnacion",1444,276512
2002,"Esteban German","OAK","2B",8,8,77,21,23,1,1,0,4,0,4,2,,,,,,0,"Esteban German",1449,407397
2002,"Todd Greene","TEX","1B",15,10,86.1,92,13,2,2,0,10,2,0,10,0,,,,,0,"Todd Greene",1450,115103
2002,"Todd Greene","TEX","LF",1,1,7,0,0,0,0,0,0,0,0,0,,,,,,0,"Todd Greene",1450,115103
2002,"Danny Klassen","ARI","3B",2,0,3,0,1,0,0,0,0,0,0,0,,,,,,0,"Danny Klassen",1455,135782
2002,"Danny Klassen","ARI","SS",1,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,"Danny Klassen",1455,135782
2002,"Matthew LeCroy","MIN","1B",8,5,45,39,1,1,1,0,8,0,0,8,1,,,,,0,"Matthew LeCroy",1456,150220
2002,"Henry Mateo","MON","2B",3,1,12,2,8,0,0,0,1,1,0,0,,,,,,0,"Henry Mateo",1461,400116
2002,"Henry Mateo","MON","SS",2,2,17,2,7,1,0,1,0,0,0,0,,,,,,0,"Henry Mateo",1461,400116
2002,"Dave McCarty","KCR","1B",9,8,68,66,5,0,0,0,5,0,0,5,2,,,,,0,"Dave McCarty",1462,118560
2002,"Dave McCarty","TBD","LF",11,9,81,20,1,0,0,0,0,0,0,0,,,,,,0,"Dave McCarty",1462,118560
2002,"Craig Monroe","DET","LF",4,3,29,7,1,1,1,0,0,0,0,0,,,,,,0,"Craig Monroe",1464,407155
2002,"Craig Monroe","DET","RF",5,3,27,11,0,0,0,0,0,0,0,0,,,,,,0,"Craig Monroe",1464,407155
2002,"Pablo Ozuna","FLA","2B",10,6,59,13,16,1,1,0,3,0,2,1,,,,,,0,"Pablo Ozuna",1469,150367
2002,"Pablo Ozuna","FLA","CF",1,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,"Pablo Ozuna",1469,150367
2002,"Alex Pelaez","SDP","1B",1,1,9,12,1,0,0,0,3,0,0,2,0,,,,,0,"Alex Pelaez",1470,408475
2002,"Alex Pelaez","SDP","2B",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Alex Pelaez",1470,408475
2002,"Alex Pelaez","SDP","3B",1,1,9,1,1,0,0,0,0,0,0,0,,,,,,0,"Alex Pelaez",1470,408475
2002,"Ben Petrick","COL","CF",2,0,8,1,1,0,0,0,1,1,0,0,,,,,,0,"Ben Petrick",1471,150052
2002,"Ben Petrick","COL","LF",15,13,95,18,0,1,1,0,0,0,0,0,,,,,,0,"Ben Petrick",1471,150052
2002,"Chris Snelling","SEA","LF",6,6,44,13,0,0,0,0,0,0,0,0,,,,,,0,"Chris Snelling",1480,421684
2002,"Chris Snelling","SEA","RF",2,2,18,3,0,0,0,0,0,0,0,0,,,,,,0,"Chris Snelling",1480,421684
2002,"Earl Snyder","CLE","1B",12,10,92.2,98,8,2,2,0,3,0,0,3,1,,,,,0,"Earl Snyder",1481,407897
2002,"Earl Snyder","CLE","3B",2,2,19,1,4,0,0,0,0,0,0,0,,,,,,0,"Earl Snyder",1481,407897
2002,"Tony Tarasco","NYM","1B",7,0,10,11,0,0,0,0,0,0,0,0,1,,,,,0,"Tony Tarasco",1486,123094
2002,"Tony Tarasco","NYM","CF",2,0,5,2,0,0,0,0,0,0,0,0,,,,,,0,"Tony Tarasco",1486,123094
2002,"Tony Tarasco","NYM","LF",18,7,75,17,1,0,0,0,0,0,0,0,,,,,,0,"Tony Tarasco",1486,123094
2002,"Tony Tarasco","NYM","RF",13,6,64.1,21,2,1,1,0,0,1,0,0,,,,,,0,"Tony Tarasco",1486,123094
2002,"Andres Torres","DET","CF",19,18,158,52,1,1,0,1,0,0,0,0,,,,,,0,"Andres Torres",1488,400083
2002,"Ty Wigginton","NYM","1B",13,7,64,55,5,0,0,0,4,0,0,4,0,,,,,0,"Ty Wigginton",1491,421064
2002,"Ty Wigginton","NYM","2B",12,9,84,22,32,2,1,1,4,0,4,0,,,,,,0,"Ty Wigginton",1491,421064
2002,"Ty Wigginton","NYM","3B",14,11,100.2,7,20,3,2,1,1,2,1,1,,,,,,0,"Ty Wigginton",1491,421064
2002,"Ty Wigginton","NYM","LF",1,0,3,0,0,0,0,0,0,0,0,0,,,,,,0,"Ty Wigginton",1491,421064
2002,"Ty Wigginton","NYM","RF",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Ty Wigginton",1491,421064
2002,"Bobby Smith","TBD","1B",6,3,44,47,6,1,1,0,4,0,0,4,2,,,,,0,"Bobby Smith",1493,134360
2002,"Bobby Smith","TBD","3B",10,10,89,7,19,3,1,2,1,2,0,1,,,,,,0,"Bobby Smith",1493,134360
2002,"Bobby Smith","TBD","LF",1,1,8,1,1,0,0,0,0,0,0,0,,,,,,0,"Bobby Smith",1493,134360
2002,"Bobby Smith","TBD","RF",1,1,9,2,0,0,0,0,0,0,0,0,,,,,,0,"Bobby Smith",1493,134360
2002,"Angel Echevarria","CHC","1B",13,7,77.1,61,4,1,1,0,12,0,0,12,1,,,,,0,"Angel Echevarria",1498,113724
2002,"Angel Echevarria","CHC","LF",8,5,50.1,15,1,1,1,0,0,1,0,0,,,,,,0,"Angel Echevarria",1498,113724
2002,"Angel Echevarria","CHC","RF",11,7,69,17,1,0,0,0,0,0,0,0,,,,,,0,"Angel Echevarria",1498,113724
2002,"Matt Franco","ATL","1B",51,49,382.2,356,29,4,3,1,31,0,2,29,3,,,,,0,"Matt Franco",1499,114376
2002,"Matt Franco","ATL","LF",2,0,12,3,0,0,0,0,0,0,0,0,,,,,,0,"Matt Franco",1499,114376
2002,"Matt Franco","ATL","RF",2,1,12,0,0,0,0,0,0,0,0,0,,,,,,0,"Matt Franco",1499,114376
2002,"Keith Ginter","HOU","3B",4,1,13,3,4,1,0,0,0,1,0,0,,,,,,0,"Keith Ginter",1500,348562
2002,"Keith Ginter","MIL","3B",21,21,186,17,30,2,1,1,2,2,0,0,,,,,,0,"Keith Ginter",1500,348562
2002,"Keith Ginter","HOU","SS",1,0,2.1,2,1,0,0,0,0,0,0,0,,,,,,0,"Keith Ginter",1500,348562
2002,"Alexis Gomez","KCR","RF",2,2,15,4,1,0,0,0,0,1,0,0,,,,,,0,"Alexis Gomez",1501,346796
2002,"Aaron Guiel","KCR","CF",1,0,4,2,0,0,0,0,0,0,0,0,,,,,,0,"Aaron Guiel",1503,408224
2002,"Aaron Guiel","KCR","RF",60,53,487,113,5,6,4,2,0,1,0,0,,,,,,0,"Aaron Guiel",1503,408224
2002,"Julius Matos","SDP","1B",2,0,2,3,0,0,0,0,0,0,0,0,1,,,,,0,"Julius Matos",1509,408240
2002,"Julius Matos","SDP","2B",49,32,319,72,110,7,3,4,23,10,14,1,,,,,,0,"Julius Matos",1509,408240
2002,"Julius Matos","SDP","3B",17,6,79,9,18,2,2,0,3,3,0,0,,,,,,0,"Julius Matos",1509,408240
2002,"Julius Matos","SDP","RF",3,0,6.1,1,0,0,0,0,0,0,0,0,,,,,,0,"Julius Matos",1509,408240
2002,"Julius Matos","SDP","SS",4,1,17.1,3,3,0,0,0,1,0,1,0,,,,,,0,"Julius Matos",1509,408240
2002,"Marcus Thames","NYY","LF",3,0,5,2,0,0,0,0,0,0,0,0,,,,,,0,"Marcus Thames",1523,407801
2002,"Marcus Thames","NYY","RF",4,2,25,5,0,0,0,0,0,0,0,0,,,,,,0,"Marcus Thames",1523,407801
2002,"Howie Clark","BAL","1B",1,1,8,7,0,0,0,0,2,0,0,2,0,,,,,0,"Howie Clark",1533,408201
2002,"Howie Clark","BAL","LF",4,4,34,10,0,0,0,0,0,0,0,0,,,,,,0,"Howie Clark",1533,408201
2002,"Michael Cuddyer","MIN","1B",6,5,38,28,5,0,0,0,0,0,0,0,0,,,,,0,"Michael Cuddyer",1534,150212
2002,"Michael Cuddyer","MIN","3B",10,4,57,5,7,0,0,0,2,2,0,0,,,,,,0,"Michael Cuddyer",1534,150212
2002,"Michael Cuddyer","MIN","RF",24,20,160.1,47,1,1,1,0,0,0,0,0,,,,,,0,"Michael Cuddyer",1534,150212
2002,"Karim Garcia","CLE","CF",3,2,20,3,0,0,0,0,0,0,0,0,,,,,,0,"Karim Garcia",1537,114588
2002,"Karim Garcia","CLE","LF",1,1,9,3,0,0,0,0,0,0,0,0,,,,,,0,"Karim Garcia",1537,114588
2002,"Karim Garcia","NYY","LF",1,1,9,1,0,0,0,0,0,0,0,0,,,,,,0,"Karim Garcia",1537,114588
2002,"Karim Garcia","CLE","RF",48,46,414,92,2,1,0,1,0,0,0,0,,,,,,0,"Karim Garcia",1537,114588
2002,"Karim Garcia","NYY","RF",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Karim Garcia",1537,114588
2002,"Ross Gload","COL","1B",4,2,20.2,20,3,0,0,0,1,0,0,1,1,,,,,0,"Ross Gload",1538,340393
2002,"Ross Gload","COL","LF",2,0,4,0,1,0,0,0,0,0,0,0,,,,,,0,"Ross Gload",1538,340393
2002,"Adam Hyzdu","PIT","1B",1,0,1.1,3,0,0,0,0,0,0,0,0,0,,,,,0,"Adam Hyzdu",1543,283210
2002,"Adam Hyzdu","PIT","CF",36,31,260.2,69,1,0,0,0,0,0,0,0,,,,,,0,"Adam Hyzdu",1543,283210
2002,"Adam Hyzdu","PIT","LF",10,2,32,5,0,0,0,0,0,0,0,0,,,,,,0,"Adam Hyzdu",1543,283210
2002,"Adam Hyzdu","PIT","RF",13,6,63.2,13,1,0,0,0,0,0,0,0,,,,,,0,"Adam Hyzdu",1543,283210
2002,"Ruben Rivera","TEX","CF",66,56,468.2,166,2,3,3,0,0,1,0,0,,,,,,0,"Ruben Rivera",1550,121252
2002,"Barry Wesson","HOU","CF",9,3,37,9,0,0,0,0,0,0,0,0,,,,,,0,"Barry Wesson",1552,424485
2002,"Barry Wesson","HOU","LF",3,0,7,1,0,0,0,0,0,0,0,0,,,,,,0,"Barry Wesson",1552,424485
2002,"Barry Wesson","HOU","RF",3,1,12,1,0,0,0,0,0,0,0,0,,,,,,0,"Barry Wesson",1552,424485
2002,"Raul Gonzalez","CIN","CF",5,5,40,10,1,0,0,0,0,0,0,0,,,,,,0,"Raul Gonzalez",1553,279912
2002,"Raul Gonzalez","NYM","CF",13,9,75.1,25,0,0,0,0,0,0,0,0,,,,,,0,"Raul Gonzalez",1553,279912
2002,"Raul Gonzalez","CIN","LF",1,0,2,1,0,0,0,0,0,0,0,0,,,,,,0,"Raul Gonzalez",1553,279912
2002,"Raul Gonzalez","NYM","LF",11,8,71,14,1,0,0,0,0,0,0,0,,,,,,0,"Raul Gonzalez",1553,279912
2002,"Raul Gonzalez","NYM","RF",4,0,15,5,1,0,0,0,0,0,0,0,,,,,,0,"Raul Gonzalez",1553,279912
2002,"Dewayne Wise","TOR","CF",3,2,14,9,0,0,0,0,0,0,0,0,,,,,,0,"Dewayne Wise",1554,276547
2002,"Dewayne Wise","TOR","LF",6,5,48,14,1,0,0,0,0,0,0,0,,,,,,0,"Dewayne Wise",1554,276547
2002,"Dewayne Wise","TOR","RF",26,21,195.2,56,4,0,0,0,0,3,0,0,,,,,,0,"Dewayne Wise",1554,276547
2002,"Marco Scutaro","NYM","2B",10,1,21,3,6,0,0,0,0,0,0,0,,,,,,0,"Marco Scutaro",1555,340192
2002,"Marco Scutaro","NYM","3B",2,0,5,1,0,0,0,0,0,0,0,0,,,,,,0,"Marco Scutaro",1555,340192
2002,"Marco Scutaro","NYM","LF",1,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,"Marco Scutaro",1555,340192
2002,"Marco Scutaro","NYM","SS",4,4,33,6,8,1,0,1,3,3,0,1,,,,,,0,"Marco Scutaro",1555,340192
2002,"Izzy Alcantara","MIL","1B",2,1,13,13,0,1,0,1,1,0,0,1,0,,,,,0,"Izzy Alcantara",1558,150161
2002,"Izzy Alcantara","MIL","LF",2,2,15,1,0,0,0,0,0,0,0,0,,,,,,0,"Izzy Alcantara",1558,150161
2002,"Izzy Alcantara","MIL","RF",5,3,27,6,0,0,0,0,0,0,0,0,,,,,,0,"Izzy Alcantara",1558,150161
2002,"Matt Cepicky","MON","LF",16,14,127,21,0,0,0,0,0,0,0,0,,,,,,0,"Matt Cepicky",1562,407828
2002,"Matt Cepicky","MON","RF",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Matt Cepicky",1562,407828
2002,"Jack Cust","COL","LF",18,15,124.1,26,0,1,1,0,0,0,0,0,,,,,,0,"Jack Cust",1564,400091
2002,"Chan Perry","KCR","1B",5,3,26.2,35,2,0,0,0,2,0,0,2,0,,,,,0,"Chan Perry",1567,334092
2002,"Coco Crisp","CLE","CF",31,30,269.1,79,1,1,1,0,0,1,0,0,,,,,,0,"Coco Crisp",1572,424825
