LgID,TeamID,Year
NL,ARI,2019
NL,ATL,2019
AL,BAL,2019
AL,BOS,2019
AL,CHA,2019
NL,CHN,2019
NL,CIN,2019
AL,CLE,2019
NL,COL,2019
AL,DET,2019
NL,HOU,2019
AL,KCA,2019
AL,LAA,2019
NL,LAN,2019
NL,MIA,2019
NL,MIL,2019
AL,MIN,2019
AL,NYA,2019
NL,NYN,2019
AL,OAK,2019
NL,PHI,2019
NL,PIT,2019
NL,SDN,2019
AL,SEA,2019
NL,SFN,2019
NL,SLN,2019
AL,TBA,2019
AL,TEX,2019
AL,TOR,2019
NL,WAS,2019
NL,ARI,2018
NL,ATL,2018
AL,BAL,2018
AL,BOS,2018
AL,CHA,2018
NL,CHN,2018
NL,CIN,2018
AL,CLE,2018
NL,COL,2018
AL,DET,2018
NL,HOU,2018
AL,KCA,2018
AL,LAA,2018
NL,LAN,2018
NL,MIA,2018
NL,MIL,2018
AL,MIN,2018
AL,NYA,2018
NL,NYN,2018
AL,OAK,2018
NL,PHI,2018
NL,PIT,2018
NL,SDN,2018
AL,SEA,2018
NL,SFN,2018
NL,SLN,2018
AL,TBA,2018
AL,TEX,2018
AL,TOR,2018
NL,WAS,2018
NL,ARI,2017
NL,ATL,2017
AL,BAL,2017
AL,BOS,2017
AL,CHA,2017
NL,CHN,2017
NL,CIN,2017
AL,CLE,2017
NL,COL,2017
AL,DET,2017
NL,HOU,2017
AL,KCA,2017
AL,LAA,2017
NL,LAN,2017
NL,MIA,2017
NL,MIL,2017
AL,MIN,2017
AL,NYA,2017
NL,NYN,2017
AL,OAK,2017
NL,PHI,2017
NL,PIT,2017
NL,SDN,2017
AL,SEA,2017
NL,SFN,2017
NL,SLN,2017
AL,TBA,2017
AL,TEX,2017
AL,TOR,2017
NL,WAS,2017
NL,ARI,2016
NL,ATL,2016
AL,BAL,2016
AL,BOS,2016
AL,CHA,2016
NL,CHN,2016
NL,CIN,2016
AL,CLE,2016
NL,COL,2016
AL,DET,2016
NL,HOU,2016
AL,KCA,2016
AL,LAA,2016
NL,LAN,2016
NL,MIA,2016
NL,MIL,2016
AL,MIN,2016
AL,NYA,2016
NL,NYN,2016
AL,OAK,2016
NL,PHI,2016
NL,PIT,2016
NL,SDN,2016
AL,SEA,2016
NL,SFN,2016
NL,SLN,2016
AL,TBA,2016
AL,TEX,2016
AL,TOR,2016
NL,WAS,2016
NL,ARI,2015
NL,ATL,2015
AL,BAL,2015
AL,BOS,2015
AL,CHA,2015
NL,CHN,2015
NL,CIN,2015
AL,CLE,2015
NL,COL,2015
AL,DET,2015
NL,HOU,2015
AL,KCA,2015
AL,LAA,2015
NL,LAN,2015
NL,MIA,2015
NL,MIL,2015
AL,MIN,2015
AL,NYA,2015
NL,NYN,2015
AL,OAK,2015
NL,PHI,2015
NL,PIT,2015
NL,SDN,2015
AL,SEA,2015
NL,SFN,2015
NL,SLN,2015
AL,TBA,2015
AL,TEX,2015
AL,TOR,2015
NL,WAS,2015
NL,ARI,2014
NL,ATL,2014
AL,BAL,2014
AL,BOS,2014
AL,CHA,2014
NL,CHN,2014
NL,CIN,2014
AL,CLE,2014
NL,COL,2014
AL,DET,2014
NL,HOU,2014
AL,KCA,2014
AL,LAA,2014
NL,LAN,2014
NL,MIA,2014
NL,MIL,2014
AL,MIN,2014
AL,NYA,2014
NL,NYN,2014
AL,OAK,2014
NL,PHI,2014
NL,PIT,2014
NL,SDN,2014
AL,SEA,2014
NL,SFN,2014
NL,SLN,2014
AL,TBA,2014
AL,TEX,2014
AL,TOR,2014
NL,WAS,2014
NL,ARI,2013
NL,ATL,2013
AL,BAL,2013
AL,BOS,2013
AL,CHA,2013
NL,CHN,2013
NL,CIN,2013
AL,CLE,2013
NL,COL,2013
AL,DET,2013
NL,HOU,2013
AL,KCA,2013
AL,LAA,2013
NL,LAN,2013
NL,MIA,2013
NL,MIL,2013
AL,MIN,2013
AL,NYA,2013
NL,NYN,2013
AL,OAK,2013
NL,PHI,2013
NL,PIT,2013
NL,SDN,2013
AL,SEA,2013
NL,SFN,2013
NL,SLN,2013
AL,TBA,2013
AL,TEX,2013
AL,TOR,2013
NL,WAS,2013
NL,ARI,2012
NL,ATL,2012
AL,BAL,2012
AL,BOS,2012
AL,CHA,2012
NL,CHN,2012
NL,CIN,2012
AL,CLE,2012
NL,COL,2012
AL,DET,2012
NL,HOU,2012
AL,KCA,2012
AL,LAA,2012
NL,LAN,2012
NL,MIA,2012
NL,MIL,2012
AL,MIN,2012
AL,NYA,2012
NL,NYN,2012
AL,OAK,2012
NL,PHI,2012
NL,PIT,2012
NL,SDN,2012
AL,SEA,2012
NL,SFN,2012
NL,SLN,2012
AL,TBA,2012
AL,TEX,2012
AL,TOR,2012
NL,WAS,2012
NL,ARI,2011
NL,ATL,2011
AL,BAL,2011
AL,BOS,2011
AL,CHA,2011
NL,CHN,2011
NL,CIN,2011
AL,CLE,2011
NL,COL,2011
AL,DET,2011
NL,FLO,2011
NL,HOU,2011
AL,KCA,2011
AL,LAA,2011
NL,LAN,2011
NL,MIL,2011
AL,MIN,2011
AL,NYA,2011
NL,NYN,2011
AL,OAK,2011
NL,PHI,2011
NL,PIT,2011
NL,SDN,2011
AL,SEA,2011
NL,SFN,2011
NL,SLN,2011
AL,TBA,2011
AL,TEX,2011
AL,TOR,2011
NL,WAS,2011
NL,ARI,2010
NL,ATL,2010
AL,BAL,2010
AL,BOS,2010
AL,CHA,2010
NL,CHN,2010
NL,CIN,2010
AL,CLE,2010
NL,COL,2010
AL,DET,2010
NL,FLO,2010
NL,HOU,2010
AL,KCA,2010
AL,LAA,2010
NL,LAN,2010
NL,MIL,2010
AL,MIN,2010
AL,NYA,2010
NL,NYN,2010
AL,OAK,2010
NL,PHI,2010
NL,PIT,2010
NL,SDN,2010
AL,SEA,2010
NL,SFN,2010
NL,SLN,2010
AL,TBA,2010
AL,TEX,2010
AL,TOR,2010
NL,WAS,2010
NL,ARI,2009
NL,ATL,2009
AL,BAL,2009
AL,BOS,2009
AL,CHA,2009
NL,CHN,2009
NL,CIN,2009
AL,CLE,2009
NL,COL,2009
AL,DET,2009
NL,FLO,2009
NL,HOU,2009
AL,KCA,2009
AL,LAA,2009
NL,LAN,2009
NL,MIL,2009
AL,MIN,2009
AL,NYA,2009
NL,NYN,2009
AL,OAK,2009
NL,PHI,2009
NL,PIT,2009
NL,SDN,2009
AL,SEA,2009
NL,SFN,2009
NL,SLN,2009
AL,TBA,2009
AL,TEX,2009
AL,TOR,2009
NL,WAS,2009
NL,ARI,2008
NL,ATL,2008
AL,BAL,2008
AL,BOS,2008
AL,CHA,2008
NL,CHN,2008
NL,CIN,2008
AL,CLE,2008
NL,COL,2008
AL,DET,2008
NL,FLO,2008
NL,HOU,2008
AL,KCA,2008
AL,LAA,2008
NL,LAN,2008
NL,MIL,2008
AL,MIN,2008
AL,NYA,2008
NL,NYN,2008
AL,OAK,2008
NL,PHI,2008
NL,PIT,2008
NL,SDN,2008
AL,SEA,2008
NL,SFN,2008
NL,SLN,2008
AL,TBA,2008
AL,TEX,2008
AL,TOR,2008
NL,WAS,2008
NL,ARI,2007
NL,ATL,2007
AL,BAL,2007
AL,BOS,2007
AL,CHA,2007
NL,CHN,2007
NL,CIN,2007
AL,CLE,2007
NL,COL,2007
AL,DET,2007
NL,FLO,2007
NL,HOU,2007
AL,KCA,2007
AL,LAA,2007
NL,LAN,2007
NL,MIL,2007
AL,MIN,2007
AL,NYA,2007
NL,NYN,2007
AL,OAK,2007
NL,PHI,2007
NL,PIT,2007
NL,SDN,2007
AL,SEA,2007
NL,SFN,2007
NL,SLN,2007
AL,TBA,2007
AL,TEX,2007
AL,TOR,2007
NL,WAS,2007
NL,ARI,2006
NL,ATL,2006
AL,BAL,2006
AL,BOS,2006
AL,CHA,2006
NL,CHN,2006
NL,CIN,2006
AL,CLE,2006
NL,COL,2006
AL,DET,2006
NL,FLO,2006
NL,HOU,2006
AL,KCA,2006
AL,LAA,2006
NL,LAN,2006
NL,MIL,2006
AL,MIN,2006
AL,NYA,2006
NL,NYN,2006
AL,OAK,2006
NL,PHI,2006
NL,PIT,2006
NL,SDN,2006
AL,SEA,2006
NL,SFN,2006
NL,SLN,2006
AL,TBA,2006
AL,TEX,2006
AL,TOR,2006
NL,WAS,2006
NL,ARI,2005
NL,ATL,2005
AL,BAL,2005
AL,BOS,2005
AL,CHA,2005
NL,CHN,2005
NL,CIN,2005
AL,CLE,2005
NL,COL,2005
AL,DET,2005
NL,FLO,2005
NL,HOU,2005
AL,KCA,2005
AL,LAA,2005
NL,LAN,2005
NL,MIL,2005
AL,MIN,2005
AL,NYA,2005
NL,NYN,2005
AL,OAK,2005
NL,PHI,2005
NL,PIT,2005
NL,SDN,2005
AL,SEA,2005
NL,SFN,2005
NL,SLN,2005
AL,TBA,2005
AL,TEX,2005
AL,TOR,2005
NL,WAS,2005
AL,ANA,2004
NL,ARI,2004
NL,ATL,2004
AL,BAL,2004
AL,BOS,2004
AL,CHA,2004
NL,CHN,2004
NL,CIN,2004
AL,CLE,2004
NL,COL,2004
AL,DET,2004
NL,FLO,2004
NL,HOU,2004
AL,KCA,2004
NL,LAN,2004
NL,MIL,2004
AL,MIN,2004
NL,MON,2004
AL,NYA,2004
NL,NYN,2004
AL,OAK,2004
NL,PHI,2004
NL,PIT,2004
NL,SDN,2004
AL,SEA,2004
NL,SFN,2004
NL,SLN,2004
AL,TBA,2004
AL,TEX,2004
AL,TOR,2004
AL,ANA,2003
NL,ARI,2003
NL,ATL,2003
AL,BAL,2003
AL,BOS,2003
AL,CHA,2003
NL,CHN,2003
NL,CIN,2003
AL,CLE,2003
NL,COL,2003
AL,DET,2003
NL,FLO,2003
NL,HOU,2003
AL,KCA,2003
NL,LAN,2003
NL,MIL,2003
AL,MIN,2003
NL,MON,2003
AL,NYA,2003
NL,NYN,2003
AL,OAK,2003
NL,PHI,2003
NL,PIT,2003
NL,SDN,2003
AL,SEA,2003
NL,SFN,2003
NL,SLN,2003
AL,TBA,2003
AL,TEX,2003
AL,TOR,2003
AL,ANA,2002
NL,ARI,2002
NL,ATL,2002
AL,BAL,2002
AL,BOS,2002
AL,CHA,2002
NL,CHN,2002
NL,CIN,2002
AL,CLE,2002
NL,COL,2002
AL,DET,2002
NL,FLO,2002
NL,HOU,2002
AL,KCA,2002
NL,LAN,2002
NL,MIL,2002
AL,MIN,2002
NL,MON,2002
AL,NYA,2002
NL,NYN,2002
AL,OAK,2002
NL,PHI,2002
NL,PIT,2002
NL,SDN,2002
AL,SEA,2002
NL,SFN,2002
NL,SLN,2002
AL,TBA,2002
AL,TEX,2002
AL,TOR,2002
AL,ANA,2001
NL,ARI,2001
NL,ATL,2001
AL,BAL,2001
AL,BOS,2001
AL,CHA,2001
NL,CHN,2001
NL,CIN,2001
AL,CLE,2001
NL,COL,2001
AL,DET,2001
NL,FLO,2001
NL,HOU,2001
AL,KCA,2001
NL,LAN,2001
NL,MIL,2001
AL,MIN,2001
NL,MON,2001
AL,NYA,2001
NL,NYN,2001
AL,OAK,2001
NL,PHI,2001
NL,PIT,2001
NL,SDN,2001
AL,SEA,2001
NL,SFN,2001
NL,SLN,2001
AL,TBA,2001
AL,TEX,2001
AL,TOR,2001
AL,ANA,2000
NL,ARI,2000
NL,ATL,2000
AL,BAL,2000
AL,BOS,2000
AL,CHA,2000
NL,CHN,2000
NL,CIN,2000
AL,CLE,2000
NL,COL,2000
AL,DET,2000
NL,FLO,2000
NL,HOU,2000
AL,KCA,2000
NL,LAN,2000
NL,MIL,2000
AL,MIN,2000
NL,MON,2000
AL,NYA,2000
NL,NYN,2000
AL,OAK,2000
NL,PHI,2000
NL,PIT,2000
NL,SDN,2000
AL,SEA,2000
NL,SFN,2000
NL,SLN,2000
AL,TBA,2000
AL,TEX,2000
AL,TOR,2000
AL,ANA,1999
NL,ARI,1999
NL,ATL,1999
AL,BAL,1999
AL,BOS,1999
AL,CHA,1999
NL,CHN,1999
NL,CIN,1999
AL,CLE,1999
NL,COL,1999
AL,DET,1999
NL,FLO,1999
NL,HOU,1999
AL,KCA,1999
NL,LAN,1999
NL,MIL,1999
AL,MIN,1999
NL,MON,1999
AL,NYA,1999
NL,NYN,1999
AL,OAK,1999
NL,PHI,1999
NL,PIT,1999
NL,SDN,1999
AL,SEA,1999
NL,SFN,1999
NL,SLN,1999
AL,TBA,1999
AL,TEX,1999
AL,TOR,1999
AL,ANA,1998
NL,ARI,1998
NL,ATL,1998
AL,BAL,1998
AL,BOS,1998
AL,CHA,1998
NL,CHN,1998
NL,CIN,1998
AL,CLE,1998
NL,COL,1998
AL,DET,1998
NL,FLO,1998
NL,HOU,1998
AL,KCA,1998
NL,LAN,1998
NL,MIL,1998
AL,MIN,1998
NL,MON,1998
AL,NYA,1998
NL,NYN,1998
AL,OAK,1998
NL,PHI,1998
NL,PIT,1998
NL,SDN,1998
AL,SEA,1998
NL,SFN,1998
NL,SLN,1998
AL,TBA,1998
AL,TEX,1998
AL,TOR,1998
AL,ANA,1997
NL,ATL,1997
AL,BAL,1997
AL,BOS,1997
AL,CHA,1997
NL,CHN,1997
NL,CIN,1997
AL,CLE,1997
NL,COL,1997
AL,DET,1997
NL,FLO,1997
NL,HOU,1997
AL,KCA,1997
NL,LAN,1997
AL,MIN,1997
AL,ML4,1997
NL,MON,1997
AL,NYA,1997
NL,NYN,1997
AL,OAK,1997
NL,PHI,1997
NL,PIT,1997
NL,SDN,1997
AL,SEA,1997
NL,SFN,1997
NL,SLN,1997
AL,TEX,1997
AL,TOR,1997
NL,ATL,1996
AL,BAL,1996
AL,BOS,1996
AL,CAL,1996
AL,CHA,1996
NL,CHN,1996
NL,CIN,1996
AL,CLE,1996
NL,COL,1996
AL,DET,1996
NL,FLO,1996
NL,HOU,1996
AL,KCA,1996
NL,LAN,1996
AL,MIN,1996
AL,ML4,1996
NL,MON,1996
AL,NYA,1996
NL,NYN,1996
AL,OAK,1996
NL,PHI,1996
NL,PIT,1996
NL,SDN,1996
AL,SEA,1996
NL,SFN,1996
NL,SLN,1996
AL,TEX,1996
AL,TOR,1996
NL,ATL,1995
AL,BAL,1995
AL,BOS,1995
AL,CAL,1995
AL,CHA,1995
NL,CHN,1995
NL,CIN,1995
AL,CLE,1995
NL,COL,1995
AL,DET,1995
NL,FLO,1995
NL,HOU,1995
AL,KCA,1995
NL,LAN,1995
AL,MIN,1995
AL,ML4,1995
NL,MON,1995
AL,NYA,1995
NL,NYN,1995
AL,OAK,1995
NL,PHI,1995
NL,PIT,1995
NL,SDN,1995
AL,SEA,1995
NL,SFN,1995
NL,SLN,1995
AL,TEX,1995
AL,TOR,1995
NL,ATL,1994
AL,BAL,1994
AL,BOS,1994
AL,CAL,1994
AL,CHA,1994
NL,CHN,1994
NL,CIN,1994
AL,CLE,1994
NL,COL,1994
AL,DET,1994
NL,FLO,1994
NL,HOU,1994
AL,KCA,1994
NL,LAN,1994
AL,MIN,1994
AL,ML4,1994
NL,MON,1994
AL,NYA,1994
NL,NYN,1994
AL,OAK,1994
NL,PHI,1994
NL,PIT,1994
NL,SDN,1994
AL,SEA,1994
NL,SFN,1994
NL,SLN,1994
AL,TEX,1994
AL,TOR,1994
NL,ATL,1993
AL,BAL,1993
AL,BOS,1993
AL,CAL,1993
AL,CHA,1993
NL,CHN,1993
NL,CIN,1993
AL,CLE,1993
NL,COL,1993
AL,DET,1993
NL,FLO,1993
NL,HOU,1993
AL,KCA,1993
NL,LAN,1993
AL,MIN,1993
AL,ML4,1993
NL,MON,1993
AL,NYA,1993
NL,NYN,1993
AL,OAK,1993
NL,PHI,1993
NL,PIT,1993
NL,SDN,1993
AL,SEA,1993
NL,SFN,1993
NL,SLN,1993
AL,TEX,1993
AL,TOR,1993
NL,ATL,1992
AL,BAL,1992
AL,BOS,1992
AL,CAL,1992
AL,CHA,1992
NL,CHN,1992
NL,CIN,1992
AL,CLE,1992
AL,DET,1992
NL,HOU,1992
AL,KCA,1992
NL,LAN,1992
AL,MIN,1992
AL,ML4,1992
NL,MON,1992
AL,NYA,1992
NL,NYN,1992
AL,OAK,1992
NL,PHI,1992
NL,PIT,1992
NL,SDN,1992
AL,SEA,1992
NL,SFN,1992
NL,SLN,1992
AL,TEX,1992
AL,TOR,1992
NL,ATL,1991
AL,BAL,1991
AL,BOS,1991
AL,CAL,1991
AL,CHA,1991
NL,CHN,1991
NL,CIN,1991
AL,CLE,1991
AL,DET,1991
NL,HOU,1991
AL,KCA,1991
NL,LAN,1991
AL,MIN,1991
AL,ML4,1991
NL,MON,1991
AL,NYA,1991
NL,NYN,1991
AL,OAK,1991
NL,PHI,1991
NL,PIT,1991
NL,SDN,1991
AL,SEA,1991
NL,SFN,1991
NL,SLN,1991
AL,TEX,1991
AL,TOR,1991
NL,ATL,1990
AL,BAL,1990
AL,BOS,1990
AL,CAL,1990
AL,CHA,1990
NL,CHN,1990
NL,CIN,1990
AL,CLE,1990
AL,DET,1990
NL,HOU,1990
AL,KCA,1990
NL,LAN,1990
AL,MIN,1990
AL,ML4,1990
NL,MON,1990
AL,NYA,1990
NL,NYN,1990
AL,OAK,1990
NL,PHI,1990
NL,PIT,1990
NL,SDN,1990
AL,SEA,1990
NL,SFN,1990
NL,SLN,1990
AL,TEX,1990
AL,TOR,1990
NL,ATL,1989
AL,BAL,1989
AL,BOS,1989
AL,CAL,1989
AL,CHA,1989
NL,CHN,1989
NL,CIN,1989
AL,CLE,1989
AL,DET,1989
NL,HOU,1989
AL,KCA,1989
NL,LAN,1989
AL,MIN,1989
AL,ML4,1989
NL,MON,1989
AL,NYA,1989
NL,NYN,1989
AL,OAK,1989
NL,PHI,1989
NL,PIT,1989
NL,SDN,1989
AL,SEA,1989
NL,SFN,1989
NL,SLN,1989
AL,TEX,1989
AL,TOR,1989
NL,ATL,1988
AL,BAL,1988
AL,BOS,1988
AL,CAL,1988
AL,CHA,1988
NL,CHN,1988
NL,CIN,1988
AL,CLE,1988
AL,DET,1988
NL,HOU,1988
AL,KCA,1988
NL,LAN,1988
AL,MIN,1988
AL,ML4,1988
NL,MON,1988
AL,NYA,1988
NL,NYN,1988
AL,OAK,1988
NL,PHI,1988
NL,PIT,1988
NL,SDN,1988
AL,SEA,1988
NL,SFN,1988
NL,SLN,1988
AL,TEX,1988
AL,TOR,1988
NL,ATL,1987
AL,BAL,1987
AL,BOS,1987
AL,CAL,1987
AL,CHA,1987
NL,CHN,1987
NL,CIN,1987
AL,CLE,1987
AL,DET,1987
NL,HOU,1987
AL,KCA,1987
NL,LAN,1987
AL,MIN,1987
AL,ML4,1987
NL,MON,1987
AL,NYA,1987
NL,NYN,1987
AL,OAK,1987
NL,PHI,1987
NL,PIT,1987
NL,SDN,1987
AL,SEA,1987
NL,SFN,1987
NL,SLN,1987
AL,TEX,1987
AL,TOR,1987
NL,ATL,1986
AL,BAL,1986
AL,BOS,1986
AL,CAL,1986
AL,CHA,1986
NL,CHN,1986
NL,CIN,1986
