PlayerName,PlayerId,G,AB,PA,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS
Buddy Napier,1009446,39,38,44,3,2,1,0,3,1,6,,7,0,,0,,0,0
Al Naples,1009447,2,7,7,0,1,0,0,0,0,0,,1,0,,0,0,0,0
Cholly Naranjo,1009450,17,7,8,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0
Ray Narleski,1009452,266,166,190,23,1,1,1,7,8,7,0,57,0,0,17,1,0,0
Jerry Narron,1009453,392,840,926,131,23,2,21,64,96,67,8,127,4,6,9,21,0,0
Buster Narum,1009455,93,118,131,4,0,0,3,3,5,0,0,70,2,0,11,0,0,0
Jim Nash,1009458,202,375,403,27,6,1,4,16,21,9,0,199,0,1,18,2,0,0
Philip Nastu,1009460,28,25,32,1,0,0,0,1,1,3,0,7,0,0,4,0,0,0
Joey Nation,1009462,2,4,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pete Naton,1009463,6,12,14,2,0,0,0,2,1,2,,1,0,,0,0,0,0
Jaime Navarro,1009465,171,152,172,16,6,0,0,1,10,1,0,54,1,0,18,2,0,0
Julio Navarro,1009466,129,34,38,5,0,0,0,1,0,2,0,11,0,0,2,2,0,0
Tito Navarro,1009467,12,17,18,1,0,0,0,1,1,0,0,4,0,0,1,1,0,0
Rollie Naylor,1009470,183,328,354,50,6,1,1,25,13,15,,120,2,,9,,0,0
Mike Naymick,1009471,51,26,29,4,0,0,0,1,0,1,,10,0,,2,1,0,0
Ron Necciai,1009478,12,17,18,1,0,0,0,0,1,1,,9,0,,0,0,0,0
Cal Neeman,1009481,376,1002,1100,155,35,4,30,93,97,79,12,221,8,5,6,23,1,0
Ron Negray,1009483,66,35,40,3,0,0,0,0,0,2,0,9,0,0,3,0,0,0
Gary Neibauer,1009486,75,29,33,1,0,0,1,2,1,1,0,21,0,0,3,0,0,0
Jim Neidlinger,1009487,12,25,27,3,0,0,0,1,2,2,0,8,0,0,0,0,0,0
Al Neiger,1009488,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Neighbors,1009489,7,11,11,1,0,0,1,3,1,0,,1,0,,0,0,0,0
Mike Neill,1009491,6,15,17,3,1,0,0,2,0,2,0,4,0,0,0,0,0,0
Ernie Neitzke,1009494,11,25,29,6,0,0,0,3,2,4,,4,0,,0,,0,0
Bots Nekola,1009495,9,4,5,1,1,0,0,1,1,0,,1,0,,1,,0,0
Gene Nelson,1009501,184,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
Jim Nelson,1009503,32,26,31,7,0,0,0,2,3,3,0,7,0,1,1,0,0,0
Mel Nelson,1009506,87,34,36,5,0,0,0,2,3,1,0,13,0,0,1,0,0,0
Roger Nelson,1009511,127,180,208,22,0,1,0,12,8,11,0,58,0,1,16,1,0,0
Tex Nelson,1009513,79,122,139,21,2,2,0,11,11,15,0,40,1,1,0,2,0,0
Dan Neumeier,1009523,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ernie Nevel,1009526,4,2,3,0,0,0,0,0,0,0,,1,0,,1,0,0,0
Ernie Nevers,1009527,45,60,61,10,2,0,0,2,1,0,,18,0,,1,,0,0
Alexander Nevin,1009528,13,53,53,8,1,2,0,7,2,0,,3,,,,,0,0
Don Newhauser,1009534,31,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Newkirk,1009537,3,4,4,0,0,0,0,1,0,0,,1,0,,0,,0,0
Maury Newlin,1009538,15,8,8,1,0,0,0,0,1,0,,4,0,,0,1,0,0
Fred Newman,1009542,115,183,213,25,1,0,2,10,11,13,0,72,0,2,15,3,1,0
Ray Newman,1009544,34,7,7,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0
Dick Newsome,1009547,87,181,203,34,5,0,0,8,15,8,,43,0,,14,3,0,0
Al Nichols,1009552,95,362,364,55,6,1,0,25,18,2,,11,,,,,0,0
Carl Nichols,1009555,96,186,211,30,8,0,0,16,18,18,3,49,1,3,3,4,0,0
Chet Nichols,1009557,186,173,188,21,1,0,0,8,5,3,0,50,0,0,12,0,0,0
Dolan Nichols,1009560,24,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Kevin Nicholson,1009563,37,97,105,13,6,1,1,7,8,4,0,31,1,0,3,2,1,0
Tricky Nichols,1009572,125,460,472,67,7,4,0,40,16,12,,27,,,,,5,0
Charlie Niebergall,1009576,54,92,102,14,7,0,0,9,8,5,,11,1,,4,,0,0
David Nied,1009577,50,71,81,10,0,0,0,5,2,4,0,26,0,0,6,2,0,0
Tom Niedenfuer,1009578,330,26,30,3,0,0,0,2,2,1,0,9,0,0,3,0,0,0
Dick Niehaus,1009580,45,34,40,7,1,0,0,1,1,6,,12,0,,0,,1,0
Joe Niekro,1009582,646,973,1165,124,26,1,1,55,72,38,0,262,1,6,147,17,1,0
Milt Nielsen,1009585,19,15,18,1,0,0,0,2,0,3,,5,0,,0,0,0,0
Randy Niemann,1009589,107,30,33,8,0,0,0,2,0,2,0,7,0,0,1,2,0,0
Al Nipper,1009602,22,23,25,1,1,0,0,0,0,0,0,6,0,0,2,1,0,0
Ron Nischwitz,1009604,88,18,18,4,0,1,0,1,1,0,0,9,0,0,0,0,0,0
Willard Nixon,1009610,239,459,515,91,17,1,2,42,41,42,0,97,0,1,13,13,0,0
Ray Noble,1009611,107,243,272,37,6,1,9,31,40,25,,41,3,,1,8,1,0
Gary Nolan,1009616,252,529,624,59,9,4,1,36,32,38,0,211,0,1,56,8,0,0
Dick Nold,1009619,7,3,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
Dickie Noles,1009620,192,177,195,19,5,0,0,9,11,5,0,90,0,1,12,3,0,0
Eric Nolte,1009621,21,32,38,3,0,0,0,2,0,1,0,18,0,0,5,0,0,0
Tim Nordbrook,1009625,129,169,201,28,1,1,0,27,3,25,0,33,1,1,5,4,4,0
John Noriega,1009629,8,4,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Fred Norman,1009632,399,574,674,68,4,0,0,29,27,37,0,177,0,1,62,5,0,0
Mike Norris,1009637,46,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Lou North,1009642,174,137,144,24,1,1,1,12,10,4,,25,0,,3,,0,0
Ron Northey,1009643,1084,3172,3567,566,172,28,108,385,513,361,4,297,15,5,14,57,7,0
Frank Norton,1009646,1,1,1,0,0,0,0,0,0,0,,1,,,,,0,0
Don Nottebart,1009651,292,238,266,32,0,0,0,14,7,12,0,80,0,0,16,5,0,0
Rafael Novoa,1009654,7,5,6,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0
Jose Antonio Nunez,1009659,21,11,15,0,0,0,0,1,1,1,0,5,0,0,3,0,0,0
Talmadge Nunnari,1009661,18,5,12,1,0,0,0,2,1,6,1,2,0,1,0,0,0,0
Howie Nunn,1009662,46,10,11,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0
Ryan Nye,1009668,4,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Jerry Nyman,1009670,32,33,37,2,1,0,0,2,3,2,0,23,0,0,2,0,0,0
Prince Oana,1009673,30,52,53,11,3,1,1,8,10,1,,3,0,,0,3,0,0
Sherman Obando,1009675,177,355,394,59,13,0,13,41,49,34,1,100,3,2,0,3,3,0
Mike O'Berry,1009680,197,376,433,58,10,1,3,38,27,43,0,77,1,3,10,8,1,0
Jim Obradovich,1009681,10,17,18,2,0,1,0,3,2,1,1,3,0,0,0,0,0,0
Bob O'Brien,1009683,14,9,11,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Dan O'Brien,1009688,13,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dink O'Brien,1009689,15,21,23,5,2,0,0,3,0,2,,1,0,,0,,0,0
Tommy O'Brien,1009705,293,714,798,146,30,14,8,110,78,70,,66,2,,12,23,2,0
Brian O'Connor,1009709,6,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ted Odenwald,1009725,10,3,3,0,0,0,0,0,0,0,,2,0,,0,,0,0
Heinie Odom,1009728,1,1,1,1,0,0,0,0,0,0,,0,0,,0,,0,0
George O'Donnell,1009729,21,23,24,1,0,0,1,1,2,1,,10,0,0,0,0,0,0
John O'Donoghue,1009732,250,206,228,29,3,0,3,16,11,5,0,67,0,0,17,1,1,0
Lefty O'Doul,1009734,970,3264,3659,811,175,41,113,624,542,333,,122,23,,39,10,36,0
Chuck Oertel,1009737,14,12,13,1,0,0,1,4,1,1,1,1,0,0,0,0,0,0
Joe Oeschger,1009738,366,599,635,86,13,0,0,34,41,20,,138,0,,16,,0,0
Curly Ogden,1009742,97,135,139,29,3,1,0,8,11,2,,14,0,,2,,0,0
Jack Ogden,1009743,127,170,182,28,4,2,0,15,17,7,,35,0,,5,,0,0
Chad Ogea,1009744,57,46,59,4,0,0,0,1,0,4,0,26,0,0,9,1,0,0
Jim Oglesby,1009745,3,11,13,2,0,0,0,0,2,2,,0,0,,0,,0,0
Greg O'Halloran,1009750,12,11,12,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0
Kirt Ojala,1009755,48,33,39,3,1,0,0,2,3,3,0,12,0,0,3,1,0,0
Bob Ojeda,1009756,202,347,389,40,2,1,1,14,9,11,0,102,0,1,30,2,0,0
Frank Okrie,1009757,21,5,6,1,0,0,0,1,0,0,,3,0,,1,,0,0
Len Okrie,1009758,42,78,89,15,1,1,0,3,3,9,,16,1,,1,3,0,0
Jim Olander,1009759,12,9,11,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0
Red Oldham,1009762,178,283,314,47,9,6,2,35,30,22,,65,0,,9,,1,0
Charley O'Leary,1009765,955,3232,3581,606,104,18,3,317,213,164,,34,32,,153,,74,0
Ed Olivares,1009769,24,35,36,5,0,0,0,2,1,0,0,7,0,1,0,1,1,0
Omar Olivares,1009771,327,242,263,42,10,1,5,25,29,6,0,71,0,1,14,1,0,0
Dave Oliver,1009775,7,22,29,6,0,1,0,2,3,4,0,0,1,0,2,0,0,0
Francisco Oliveras,1009776,104,22,23,3,0,0,0,0,0,1,0,10,0,0,0,0,0,0
Chi-Chi Olivo,1009781,85,13,13,2,0,0,0,1,1,0,0,2,0,0,0,0,0,0
Diomedes Olivo,1009782,66,17,20,2,1,0,0,0,1,1,0,2,0,0,2,1,0,0
Jim Ollom,1009783,24,7,7,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Al Olmsted,1009785,5,11,13,2,0,0,0,0,1,0,0,3,0,0,2,0,0,0
Gregg Olson,1009791,191,4,5,0,0,0,1,1,2,1,0,3,0,0,0,0,0,0
Ted Olson,1009796,18,18,18,2,1,1,0,0,0,0,,4,0,,0,,0,0
Ed Olwine,1009797,64,3,5,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Michael O'Neil,1009801,1,3,3,0,0,0,0,0,0,0,,1,,,,,0,0
Randy O'Neal,1009802,74,50,54,4,0,0,0,5,1,1,0,11,0,0,3,0,0,0
Oran O'Neal,1009803,13,7,8,1,0,0,0,0,0,1,,0,0,,0,,0,0
Emmett O'Neill,1009807,65,122,135,16,5,0,1,14,11,12,,36,0,,1,2,0,0
Harry O'Neill,1009809,1,1,1,0,0,0,0,0,0,0,,0,0,,0,,0,0
Eddie Onslow,1009823,64,207,222,42,3,2,1,19,22,9,,10,2,,4,,4,0
Steve Ontiveros,1009826,66,12,13,0,1,0,0,3,3,1,0,2,0,0,0,0,0,0
Mike Oquist,1009828,79,7,9,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
Don O'Riley,1009833,28,6,8,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
George Orme,1009834,4,6,9,2,0,0,0,4,1,3,,0,0,,0,,0,0
(Unknown) O'Rourke,1009836,1,4,4,0,0,0,0,0,0,0,,0,,,,,0,0
Jim O'Rourke,1009837,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Orrell,1009849,32,23,24,4,0,0,0,1,0,1,,8,0,,0,1,0,0
Bill Ortega,1009854,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Phil Ortega,1009855,199,253,312,26,3,0,0,16,11,26,0,118,0,3,30,5,0,0
Frank Ortenzio,1009856,9,25,27,4,2,0,1,1,6,2,0,6,0,0,0,0,0,0
Oliverio Ortiz,1009858,2,6,6,1,0,0,0,0,0,0,,1,0,,0,0,0,0
Bobo Osborne,1009867,359,763,882,108,30,2,17,93,86,104,7,171,6,6,3,9,2,0
Tiny Osborne,1009871,140,220,230,37,7,0,0,14,16,5,,59,1,,4,,1,0
Pat Osburn,1009873,6,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dan Osinski,1009875,317,98,108,11,1,0,0,5,4,2,0,28,2,1,5,0,0,0
Darrell Osteen,1009879,33,5,6,1,0,0,0,2,0,0,0,2,0,0,1,0,1,0
Bill Oster,1009881,8,3,3,1,0,0,0,0,0,0,,1,0,0,0,0,0,0
Fritz Ostermueller,1009883,399,749,823,149,22,4,0,60,62,35,,80,2,,37,16,1,0
Red Ostergard,1009884,12,11,11,4,0,0,0,2,0,0,,2,0,,0,,0,0
Brian Ostrosser,1009885,4,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Joe Ostrowski,1009887,150,118,148,14,5,0,0,11,11,24,,31,0,,6,2,0,0
Al Osuna,1009888,81,3,4,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
Willis Otanez,1009889,74,212,231,32,11,0,7,28,24,15,0,48,2,1,1,6,0,0
Jim O'Toole,1009897,271,538,595,64,2,1,0,25,21,20,0,202,2,0,35,9,1,0
Jim Otten,1009901,55,7,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Dave Otto,1009905,64,20,21,2,1,1,0,0,4,0,0,6,0,0,1,0,0,0
Phil Ouellette,1009906,10,23,26,4,0,0,0,1,0,3,0,3,0,0,0,3,0,0
Johnny Oulliber,1009907,22,75,82,19,1,0,0,9,3,4,,5,1,,2,,0,0
Bob Owchinko,1009914,162,163,202,19,3,0,0,9,5,13,0,66,0,0,26,2,0,0
Jack Owens,1009921,2,8,8,2,0,0,0,0,1,0,,1,0,,0,,0,0
Rick Ownbey,1009926,43,35,44,4,0,0,0,6,1,2,0,9,0,0,7,0,0,0
John Pacella,1009933,36,24,26,1,1,0,0,0,1,0,0,8,0,0,2,0,0,0
Pat Pacillo,1009935,19,12,14,0,1,0,0,1,0,1,0,7,0,0,1,1,0,0
Jim Paciorek,1009936,48,101,116,16,5,0,2,16,10,12,0,20,0,3,0,3,1,0
John Paciorek,1009937,1,3,5,3,0,0,0,4,3,2,0,0,0,0,0,0,0,0
Frankie Pack,1009940,1,1,1,0,0,0,0,0,0,0,,1,0,,0,0,0,0
Tom Padden,1009943,399,1170,1319,270,40,6,2,122,110,127,,121,3,,19,31,5,0
Joe Page,1009951,279,229,251,37,5,3,2,20,26,11,,67,0,,11,4,0,0
Karl Pagel,1009952,48,56,67,10,0,2,1,7,7,11,2,20,0,0,0,0,0,0
Mike Page,1009953,20,28,29,5,0,0,0,1,1,1,0,9,0,0,0,1,0,0
Phil Page,1009955,19,18,18,3,0,0,0,0,1,0,,4,0,,0,0,0,0
Sam Page,1009956,4,7,9,3,0,0,0,0,0,1,,3,0,,1,1,0,0
Satchel Paige,1009962,179,124,135,12,0,0,0,2,4,3,0,32,0,0,8,5,0,0
Phil Paine,1009963,82,14,15,3,0,0,0,2,1,0,0,2,0,0,1,0,0,0
Vicente Palacios,1009965,127,88,101,4,0,0,0,2,0,2,0,43,0,0,11,1,0,0
Erv Palica,1009967,257,243,267,38,8,1,1,22,17,13,0,63,0,0,11,3,2,0
Donn Pall,1009968,37,5,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
David Palmer,1009970,208,323,375,31,12,0,5,22,23,5,0,95,0,0,47,6,0,0
Emilio Palmero,1009972,47,48,57,9,1,0,0,5,2,8,,5,0,,1,,0,0
Jim Palmer,1009973,219,489,537,72,9,1,3,52,41,16,0,207,0,1,31,1,1,0
Lowell Palmer,1009974,107,82,88,5,3,1,1,9,5,3,0,45,0,0,3,0,0,0
Joe Palmisano,1009975,19,44,50,8,2,0,0,5,4,6,,3,0,,0,,0,0
Mike Palm,1009976,3,3,3,0,0,0,0,0,0,0,,1,0,,0,0,0,0
Ed Palmquist,1009977,31,10,12,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0
Jim Panther,1009980,62,9,13,1,0,0,0,2,0,1,0,5,0,0,3,0,0,0
Al Papai,1009981,89,62,73,6,0,0,0,9,1,9,0,26,0,0,2,0,0,0
Frank Papish,1009985,145,162,184,21,4,0,0,9,9,6,,36,0,,16,5,0,0
Stan Papi,1009986,224,523,562,75,26,6,7,49,51,24,1,99,2,4,9,13,2,0
Milt Pappas,1009989,527,1073,1174,96,13,3,20,72,67,36,0,510,8,5,52,13,1,0
Al Pardo,1009990,53,129,132,14,2,0,1,6,4,3,0,31,0,0,0,2,0,0
Tony Parisse,1009995,10,21,23,3,0,0,0,0,1,2,,3,0,,0,1,0,0
Dixie Parker,1010001,4,5,5,1,0,0,0,0,1,0,,1,0,,0,,0,0
Harry Parker,1010003,117,70,87,6,0,0,0,2,4,7,0,32,0,0,10,1,0,0
Slicker Parks,1010015,10,9,11,1,0,0,0,1,0,1,,1,0,,1,,0,0
Roy Parmelee,1010016,213,396,416,63,11,3,5,30,34,13,,113,0,,7,12,0,0
Mel Parnell,1010017,293,668,729,112,17,2,1,52,50,29,0,94,2,0,30,13,2,0
Jeff Parrett,1010019,407,38,43,4,0,0,0,1,1,3,0,13,0,0,2,0,0,0
Sam Parrilla,1010022,11,16,17,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0
Bill Parsons,1010026,69,139,166,18,4,0,1,8,15,11,0,61,0,2,14,2,0,0
Casey Parsons,1010027,63,53,61,7,1,0,2,9,10,3,1,11,2,1,2,2,0,0
Dixie Parsons,1010029,108,295,321,43,7,0,2,10,15,20,,39,0,,6,10,1,0
Tom Parsons,1010031,40,27,29,1,0,0,0,1,0,1,0,20,0,0,1,0,0,0
Stan Partenheimer,1010034,9,4,4,0,0,0,0,0,0,0,,2,0,,0,0,0,0
Carlos Pascual,1010038,2,4,5,1,0,0,0,0,0,0,,0,0,,1,0,0,0
Camilo Pascual,1010039,527,967,1073,156,32,5,5,71,81,46,0,123,3,2,55,30,0,0
Johnny Pasek,1010040,32,70,79,14,4,0,0,7,4,8,,8,0,,1,,2,0
Kevin Pasley,1010043,54,122,132,23,7,0,1,8,9,6,1,13,0,0,4,2,0,0
Cliff Pastornicky,1010047,10,32,32,2,0,0,2,4,5,0,0,3,0,0,0,4,0,0
Joe Pate,1010051,79,37,43,4,3,0,0,2,6,4,,3,0,,2,,0,0
Bob Patrick,1010053,9,15,16,2,1,0,1,3,3,1,,1,0,,0,0,0,0
Bronswell Patrick,1010054,38,16,19,2,0,0,1,1,1,2,0,4,0,0,1,0,0,0
Bob Patterson,1010055,395,56,65,6,1,0,0,3,4,2,0,24,0,0,7,0,0,0
Daryl Patterson,1010059,130,35,37,0,0,0,0,0,1,2,0,23,0,0,0,1,0,0
Hank Patterson,1010064,1,1,1,0,0,0,0,0,0,0,,0,0,,0,,0,0
Ken Patterson,1010067,32,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Reggie Patterson,1010070,16,18,23,1,0,0,0,2,0,1,0,6,0,0,4,0,0,0
Marty Pattin,1010074,208,309,347,30,6,0,2,15,20,8,0,109,1,1,28,4,0,0
Bill Patton,1010075,9,10,12,2,1,0,0,1,2,2,,3,0,,0,,0,0
Tom Patton,1010078,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Paul,1010082,190,148,160,14,3,0,0,8,1,5,0,56,0,0,7,1,0,0
Dave Pavlas,1010085,13,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Stan Pawloski,1010090,2,8,8,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
George Payne,1010093,12,8,9,1,0,0,0,2,0,1,,2,0,,0,,0,0
Mike Payne,1010095,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jim Pearce,1010106,28,19,20,2,0,0,0,0,0,0,,8,0,0,1,0,0,0
Ike Pearson,1010110,165,159,174,17,2,0,1,8,8,5,,34,0,,10,4,0,0
Monte Pearson,1010111,217,513,587,90,24,1,2,58,62,39,,59,0,,35,2,2,0
Les Peden,1010118,9,28,33,5,1,0,1,4,1,4,,3,0,,1,0,0,0
Stu Pederson,1010119,8,4,5,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0
Jorge Pedre,1010120,14,23,26,3,1,1,0,2,3,3,0,6,0,0,0,0,0,0
Steve Peek,1010123,17,28,30,1,0,0,0,0,2,1,,15,0,,1,0,0,0
Julio Peguero,1010129,14,9,13,2,0,0,0,3,0,3,0,3,0,0,1,0,0,0
Alejandro Pena,1010140,395,181,193,16,3,0,1,9,7,3,0,73,0,0,9,3,0,0
Bert Pena,1010142,88,153,170,26,4,0,1,18,10,13,3,28,1,1,2,10,1,0
Elvis Pena,1010143,25,49,58,9,3,0,0,6,7,7,0,7,1,1,0,5,3,0
Hipolito Pena,1010145,16,6,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Jim Pena,1010147,25,5,8,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0
Jose Pena,1010148,50,11,13,3,0,0,0,2,0,2,0,2,0,0,0,0,0,0
Orlando Pena,1010150,396,264,309,32,2,0,2,12,22,19,0,127,0,2,24,4,0,0
Russell Pence,1010155,4,1,1,0,0,0,0,0,0,0,,0,0,,0,,0,0
Brad Pennington,1010159,6,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Herb Pennock,1010161,620,1214,1426,191,33,4,4,108,103,94,,172,7,,111,,1,0
Shannon Penn,1010162,9,23,24,4,0,0,0,0,1,1,0,5,0,0,0,2,0,0
Paul Penson,1010164,5,7,7,0,0,0,0,0,0,0,,1,0,0,0,1,0,0
Gene Pentz,1010165,91,19,20,1,0,0,0,1,0,1,0,7,0,0,0,0,0,0
Don Pepper,1010171,4,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Laurin Pepper,1010173,39,25,26,3,1,0,0,2,1,1,0,7,0,0,0,0,0,0
Luis Peraza,1010175,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Carlos Perez,1010179,144,250,295,24,8,2,4,11,15,12,0,107,0,0,33,1,0,0
Danny Perez,1010180,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Perez,1010181,4,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Mike Perez,1010184,247,11,17,0,0,0,0,1,0,3,0,7,0,0,3,1,0,0
Cecil Perkins,1010191,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Charlie Perkins,1010192,19,15,15,3,0,0,0,1,0,0,,5,0,,0,0,0,0
Dan Perkins,1010194,29,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Harry Perkowski,1010195,197,239,254,34,7,1,1,19,13,6,0,71,2,1,6,1,0,0
John Perkovich,1010196,1,1,1,0,0,0,0,0,0,0,,1,0,,0,0,0,0
Jon Perlman,1010197,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sam Perlozzo,1010198,12,26,30,5,0,2,0,6,0,3,0,3,0,0,1,0,0,0
Len Perme,1010199,4,3,3,1,0,0,0,0,0,0,,0,0,,0,0,0,0
Ron Perranoski,1010201,720,167,190,14,1,1,0,6,3,10,0,92,0,0,13,1,0,0
Bill Perrin,1010202,1,2,2,0,0,0,0,0,0,0,,0,0,,0,,0,0
Jack Perrin,1010204,4,13,13,3,0,0,0,3,1,0,,3,0,,0,,0,0
Boyd Perry,1010207,36,83,93,10,5,0,0,9,11,10,,9,0,,0,3,1,0
Gaylord Perry,1010210,510,1076,1220,118,17,0,6,48,47,22,0,369,6,3,113,20,0,0
Pat Perry,1010215,170,27,27,3,0,0,1,2,2,0,0,7,0,0,0,1,0,0
Scott Perry,1010216,131,296,325,33,6,0,1,7,10,12,,88,1,,16,,1,0
Bill Pertica,1010217,75,105,112,12,3,1,0,8,2,2,,30,0,,5,,0,0
Stan Perzanowski,1010218,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Adam Peterson,1010220,13,13,16,0,0,0,0,0,0,2,0,9,0,0,1,0,0,0
Buddy Peterson,1010223,13,38,44,6,3,0,0,8,2,5,0,3,1,0,0,1,0,0
Chris Peters,1010225,136,101,110,21,1,0,0,11,7,3,0,32,0,0,6,1,2,0
Chris Petersen,1010226,7,13,15,2,0,0,0,1,2,2,0,3,0,0,0,0,0,0
Fritz Peterson,1010227,254,515,603,64,15,1,2,31,31,24,0,144,2,3,59,3,0,0
Jim Peterson,1010231,38,29,33,4,1,0,0,3,2,4,,12,0,,0,,0,0
Kent Peterson,1010234,146,110,121,10,0,0,0,3,3,2,,31,0,,9,6,0,0
Kyle Peterson,1010235,20,27,30,3,1,0,0,3,2,1,0,10,0,0,2,0,0,0
Sid Peterson,1010240,3,2,2,0,0,0,0,0,0,0,,1,0,,0,0,0,0
Steve Peters,1010241,56,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Mark Petkovsek,1010242,232,87,102,13,1,0,0,10,3,7,0,18,1,1,6,1,0,0
Dan Petry,1010246,10,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Leon Pettit,1010252,41,25,36,2,0,0,0,5,2,10,,8,0,,1,,0,0
Paul Pettit,1010254,13,9,12,2,0,0,0,0,0,2,,2,0,,1,0,0,0
Jesse Petty,1010257,207,413,434,42,10,1,0,23,24,7,,126,0,,14,,1,0
Marty Pevey,1010258,13,41,42,7,1,1,0,2,3,0,0,8,0,0,1,1,0,0
Dan Pfister,1010267,76,74,77,12,0,0,0,8,0,1,0,13,0,0,2,1,0,0
Bill Phebus,1010271,13,10,18,0,0,0,0,1,1,7,,5,0,,1,,0,0
Babe Phelps,1010275,726,2117,2306,441,143,19,54,239,345,160,,157,13,,16,64,9,0
Nealy Phelps,1010278,12,46,47,4,1,0,0,6,2,1,,2,,,,,0,0
Ray Phelps,1010279,126,209,225,25,5,0,1,12,12,12,,80,0,,4,,0,0
Eddie Phillips,1010290,9,0,0,0,0,0,0,4,0,0,,0,0,,0,0,0,0
Ed Phillips,1010291,18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Phillips,1010297,29,45,46,10,2,1,0,5,2,1,,4,0,,0,,0,0
Taylor Phillips,1010298,147,113,124,6,0,0,0,3,3,5,0,55,0,0,6,2,0,0
Tom Phillips,1010299,45,43,47,8,0,0,0,2,1,1,,11,1,,2,,0,0
Tom Phoebus,1010301,202,335,370,47,8,0,2,22,21,13,0,125,0,0,22,7,0,0
Doug Piatt,1010304,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Piche,1010308,136,42,47,1,0,0,0,1,2,3,0,26,0,0,2,0,0,0
Eddie Pick,1010312,66,191,224,25,5,2,2,25,17,23,,30,0,,10,,0,0
Jeff Pico,1010320,113,66,76,11,1,0,0,2,2,4,0,19,0,0,6,0,0,0
Mario Picone,1010321,13,6,9,0,1,0,0,1,2,2,,1,0,0,1,0,0,0
Bill Piercy,1010325,116,191,217,22,10,1,0,9,14,7,,46,2,,17,,0,0
Jack Pierce,1010329,70,199,225,27,6,1,8,20,22,22,1,48,2,2,0,2,0,0
Ray Pierce,1010332,62,52,61,6,1,1,0,6,3,3,,12,0,,6,,0,0
