PlayerName,PlayerId,G,AB,PA,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS
Luke Scott,3469,889,2810,3193,389,181,20,135,370,436,334,33,662,26,23,0,46,17,7
Chris Duffy,3605,212,713,791,143,30,8,6,102,52,51,1,148,15,4,8,5,41,7
Junior Lake,4672,223,659,703,99,36,3,17,65,48,35,0,218,5,2,2,6,16,7
Brian Bogusevic,4719,321,748,834,119,36,4,19,93,67,72,3,204,9,3,1,21,24,7
Pedro Ciriaco,5278,272,612,649,120,32,7,5,70,51,20,4,126,4,4,9,8,35,7
Ji Man Choi,5452,525,1567,1841,204,93,3,67,190,238,241,9,476,14,19,0,22,6,7
Jose Pirela,5485,302,909,985,154,55,8,17,113,82,63,1,196,5,5,3,24,11,7
Jarrod Saltalamacchia,5557,895,2852,3191,385,161,6,110,377,381,304,12,984,10,21,4,48,5,7
Devin Mesoraco,5666,468,1402,1574,199,66,2,58,152,192,138,16,316,23,11,0,33,4,7
Daric Barton,5928,551,1744,2085,296,94,11,30,242,184,290,10,348,14,18,19,25,13,7
Josh Anderson,6032,179,486,519,106,17,5,4,73,47,26,2,82,4,1,2,8,36,7
Johnny Giavotella,6740,360,1246,1344,228,65,11,14,148,125,65,0,178,8,12,13,27,15,7
Chris Dickerson,7095,355,721,820,126,35,7,17,105,66,83,1,231,4,4,8,8,35,7
Collin Cowgill,7250,318,689,759,123,22,4,12,83,57,58,1,197,5,1,6,10,14,7
Seth Smith,7331,1249,3582,4084,553,224,31,126,525,458,431,33,797,38,30,2,75,22,7
Wilin Rosario,8002,447,1512,1601,256,83,3,71,204,241,73,9,354,3,12,1,43,11,7
Reid Brignac,8380,369,886,951,142,36,4,12,83,84,51,6,246,4,2,8,17,9,7
Paulo Orlando,8628,278,874,918,162,44,10,14,98,81,22,1,203,11,4,5,18,18,7
Steve Pearce,9957,766,2256,2555,342,131,8,91,290,303,240,8,509,36,19,3,53,13,7
Yasmani Grandal,11368,1235,3923,4642,563,173,7,185,509,565,655,11,1078,26,35,3,119,12,7
Hanser Alberto,11902,488,1404,1477,273,75,8,22,160,137,36,1,182,12,8,17,27,12,7
Joe Panik,11936,818,2778,3099,536,136,19,42,340,258,256,15,314,24,27,14,64,22,7
Alen Hanson,12926,261,585,625,89,27,8,12,82,55,26,2,145,3,7,4,9,21,7
Corey Seager,13624,906,3489,3909,606,230,13,170,573,543,362,33,692,32,26,0,77,17,7
Rob Refsnyder,13770,378,891,1034,157,45,2,13,127,84,114,4,224,14,9,1,28,17,7
Andrew Velazquez,14196,275,566,624,74,19,2,12,77,40,38,0,211,4,3,13,7,40,7
Anthony Santander,14551,591,2235,2450,310,130,4,111,292,333,168,5,515,28,17,2,40,8,7
Connor Joe,16572,315,1011,1166,156,60,8,26,143,105,132,0,253,18,5,0,14,9,7
Yandy Diaz,16578,609,2149,2483,434,124,5,61,337,276,302,9,371,20,12,0,63,8,7
Edmundo Sosa,17022,306,753,829,128,34,10,18,102,78,32,2,190,34,4,4,24,15,7
Scott Kingery,17975,325,1042,1127,141,62,6,30,132,96,67,2,320,9,7,2,6,25,7
David Fletcher,17992,534,2018,2180,434,98,10,16,250,168,135,4,208,7,6,14,37,29,7
Zach McKinstry,19392,269,795,882,111,37,7,21,101,78,70,1,218,7,5,5,7,24,7
Keston Hiura,20003,284,938,1057,125,44,4,50,131,132,78,3,380,34,5,2,22,20,7
Brandon Marsh,20202,337,1064,1193,183,55,13,25,134,131,107,3,393,9,8,5,11,26,7
Vidal Brujan,20536,99,249,272,29,7,0,3,30,24,17,0,66,3,2,1,3,9,7
Kyle Isbel,21614,225,624,674,89,37,8,11,93,69,40,0,157,4,4,2,10,18,7
Rodolfo Castro,21987,194,566,627,81,17,4,22,55,59,51,1,175,8,2,0,14,6,7
MJ Melendez,22197,277,993,1136,133,50,8,34,122,118,128,3,301,4,11,0,6,8,7
Maikel Garcia,22715,132,486,538,104,21,4,4,60,52,39,0,120,2,10,1,10,23,7
Bryson Stott,26294,278,1012,1106,184,51,4,25,136,111,75,1,189,8,9,2,13,43,7
Gary Allenson,1000141,416,1061,1222,165,49,2,19,114,131,130,3,192,5,11,15,35,3,7
Brant Alyea,1000203,371,866,982,141,33,2,38,100,148,100,7,210,6,10,0,36,5,7
Mike Baxes,1000696,146,337,385,57,13,2,1,40,13,39,1,39,3,0,6,6,1,7
Juan Bell,1000813,329,836,940,131,30,6,10,107,71,84,5,189,3,7,10,7,16,7
Boze Berger,1000868,343,1144,1266,198,51,8,13,146,97,94,,226,3,,25,0,12,7
Buddy Biancalana,1000942,311,550,607,84,16,7,6,70,30,41,0,157,0,0,15,8,8,7
Oscar Bielaski,1000950,174,746,756,171,7,2,0,117,55,10,,17,,,,,8,7
Larvell Blanks,1001051,629,1766,1953,355,57,14,20,203,172,132,3,178,3,22,30,52,9,7
Ron Blomberg,1001081,461,1333,1493,264,67,8,52,184,224,140,16,134,5,12,3,22,7,7
John Boccabella,1001104,551,1462,1595,233,56,5,26,117,148,96,20,246,5,16,16,43,3,7
Zeke Bonura,1001176,917,3582,4026,719,232,29,119,600,704,404,,180,17,,23,40,19,7
Ike Boone,1001187,356,1160,1313,256,79,11,26,177,194,138,,67,2,,13,,3,7
Frederick Brainard,1001336,95,261,288,41,7,2,1,32,21,22,,44,1,,4,,6,7
Jim Breton,1001399,109,297,348,47,9,3,0,25,27,30,,56,3,,18,,11,7
Dan Briggs,1001426,325,688,751,96,20,6,12,67,53,45,9,133,7,6,5,16,2,7
Ike Brown,1001521,280,536,644,98,15,4,20,85,65,90,7,130,3,3,12,20,3,7
Jarvis Brown,1001524,155,227,268,32,11,2,1,44,10,26,0,49,7,1,7,4,13,7
Les Burke,1001687,194,506,581,107,17,7,0,73,47,46,,32,5,,24,,7,7
Ed Busch,1001747,270,917,1000,213,21,6,0,80,75,62,,28,3,,18,32,7,7
Tom Carey,1001948,536,2394,2408,548,78,14,5,405,271,14,,59,,,,,26,7
Wes Chamberlain,1002126,385,1263,1352,201,72,6,43,144,167,77,7,249,4,6,2,34,20,7
Mike Chartak,1002161,256,765,878,124,34,7,21,96,98,104,,112,4,,5,16,4,7
Harry Chiti,1002198,502,1495,1649,257,49,9,41,135,179,115,17,242,8,13,18,56,4,7
Danny Clark,1002276,245,582,677,112,36,8,5,75,93,74,,37,2,,19,,5,7
Lou Clinton,1002358,691,2153,2379,324,112,31,65,270,269,188,14,418,7,16,15,54,12,7
Tim Corcoran,1002621,509,1050,1213,221,46,4,12,120,128,130,16,102,7,18,8,33,4,7
Ed Crosby,1002799,297,677,750,123,22,4,0,67,44,55,3,74,5,3,10,17,1,7
Tom Daly,1002958,244,540,574,109,17,3,0,49,55,25,,43,1,,8,,5,7
Butch Davis,1003040,166,453,485,72,21,10,7,56,50,20,1,83,1,4,7,7,13,7
Charlie Dees,1003138,98,260,288,53,12,1,3,27,29,13,2,43,9,3,3,6,5,7
Leo Dixon,1003332,159,427,495,65,19,3,1,40,41,45,,69,6,,17,,4,7
Sammy Esposito,1003831,559,792,970,127,27,2,8,130,73,145,4,127,4,8,21,23,7,7
Hank Foiles,1004194,607,1455,1655,238,59,10,46,171,166,170,31,295,2,9,19,31,3,7
Walter French,1004341,397,981,1071,238,45,12,2,142,109,44,,62,5,,41,,13,7
Pepe Frias,1004346,724,1346,1447,265,49,8,1,132,108,49,14,136,5,11,36,31,12,7
Cito Gaston,1004566,1026,3120,3339,572,106,30,91,314,387,185,14,693,9,15,10,85,14,7
Doc Gautreau,1004577,261,806,935,163,34,10,0,122,52,99,,63,4,,26,,40,7
Frank Gibson,1004667,471,1155,1238,233,57,19,8,121,146,55,,127,5,,23,,12,7
John Glenn,1004781,315,1371,1406,315,43,7,1,235,157,35,,33,,,,,15,7
Fernando Gonzalez,1004832,404,1038,1114,180,40,7,17,85,104,58,20,114,1,8,9,24,8,7
Julio Gotay,1004897,389,988,1068,210,38,3,6,106,70,61,11,127,9,1,9,33,12,7
Hank Gowdy,1004904,1050,2735,3143,566,124,27,21,270,322,311,,247,30,,67,,59,7
Scarborough Green,1005011,117,168,186,34,1,1,0,30,10,13,0,33,0,0,5,3,10,7
Tom Grieve,1005035,670,1907,2093,323,76,10,65,209,254,135,9,424,13,12,26,51,7,7
Chick Hafey,1005191,1283,4625,5113,894,341,67,164,777,833,372,,477,33,,83,28,70,7
George Hall,1005245,365,1671,1708,404,68,53,13,377,249,37,,28,,,,,18,7
Gabby Hartnett,1005458,1990,6432,7297,1216,396,64,236,867,1179,703,,697,35,,127,93,28,7
Chicken Hawks,1005516,146,393,445,92,17,8,7,68,60,37,,45,2,,13,,3,7
Marc Hill,1005828,737,1809,2047,305,62,3,34,146,198,185,29,243,6,16,31,67,1,7
Chris Hoiles,1005935,894,2820,3339,464,122,2,151,415,449,435,17,616,44,28,11,65,5,7
Jim Holdsworth,1005945,318,1481,1489,372,37,22,0,221,138,8,,19,0,,,,8,7
Frank House,1006059,653,1994,2187,372,64,11,47,202,235,151,25,147,11,18,13,63,6,7
Dane Iorg,1006267,743,1647,1782,327,103,11,14,149,216,107,15,180,2,24,2,54,5,7
Monte Irvin,1006275,764,2499,2893,504,97,31,99,366,443,351,5,220,23,11,9,81,28,7
Charlie James,1006346,510,1406,1479,264,56,9,29,158,172,48,3,260,10,6,9,40,7,7
Hal Jeffcoat,1006377,918,1963,2131,348,95,18,26,249,188,114,0,289,5,2,47,55,49,7
Pete Johns,1006491,74,189,208,32,3,2,0,12,22,12,,17,1,,6,,2,7
Wallace Johnson,1006513,428,569,629,117,17,6,5,52,59,52,4,58,1,4,3,8,19,7
Smead Jolley,1006518,473,1710,1813,343,111,21,46,188,313,89,,105,10,,4,,5,7
Billy Klaus,1006986,821,2513,2887,465,106,15,40,357,250,331,7,285,4,18,21,37,14,7
Mickey Klutts,1007022,199,536,579,88,26,1,14,49,59,34,3,101,3,2,4,10,1,7
John Knox,1007063,124,219,242,55,4,1,0,21,11,20,0,27,0,0,3,8,7,7
Clem Koshorek,1007116,99,323,357,67,17,0,0,27,15,26,,40,2,,6,3,4,7
Don Lenhardt,1007522,481,1481,1720,267,64,9,61,192,239,214,,235,6,1,18,32,6,7
Roy Leslie,1007558,160,556,615,116,24,2,6,47,55,42,,57,0,,17,,4,7
Jim Leyritz,1007590,903,2527,2962,468,107,2,90,325,387,337,16,581,65,24,8,79,7,7
Gene Locklear,1007692,292,595,661,126,24,4,9,76,66,55,6,87,2,4,5,9,13,7
Denny Mack,1007915,373,1505,1598,290,42,10,1,309,103,93,,40,,,,,31,7
Bob Martyn,1008204,154,358,399,68,12,11,3,35,35,37,8,56,0,2,2,4,2,7
Charlie Maxwell,1008287,1133,3245,3796,572,110,26,148,478,532,484,31,545,22,29,16,45,18,7
Dave Meier,1008729,145,277,310,53,15,1,1,37,22,24,0,26,2,1,6,7,0,7
Dutch Meyer,1008825,285,994,1085,191,49,12,10,113,93,82,,75,3,,6,23,5,7
Mike Mitchell,1009007,1124,4095,4611,877,130,104,27,514,514,368,,216,15,,133,,202,7
Rich Morales,1009140,480,1053,1171,170,26,3,6,81,64,95,13,159,10,4,9,26,7,7
Al Moran,1009142,135,353,395,61,5,2,1,28,27,38,1,62,1,2,1,7,3,7
Bubba Morton,1009229,451,928,1065,189,37,8,14,117,128,111,4,143,11,5,10,27,7,7
Walt Moryn,1009236,785,2506,2802,434,116,16,101,324,354,251,22,393,19,18,8,57,7,7
Curt Motton,1009262,316,567,671,75,20,1,25,85,89,86,0,116,5,6,7,11,5,7
Tim Naehring,1009433,547,1872,2162,370,104,4,49,254,250,236,11,312,16,12,26,56,5,7
Gus Niarhos,1009551,314,691,858,142,26,5,1,114,59,153,0,56,4,0,10,16,6,7
Russ Nixon,1009609,906,2504,2714,509,115,19,27,215,266,154,38,279,11,26,19,83,0,7
Matt Nokes,1009615,902,2735,2997,459,96,4,136,310,422,200,32,395,26,26,10,72,8,7
Eddie O'Brien,1009690,230,554,605,117,10,4,0,64,25,37,0,45,3,0,11,6,11,7
Bob O'Farrell,1009740,1491,4101,4742,810,201,58,51,517,549,547,,408,11,,83,11,35,7
Jim Pagliaroni,1009958,849,2465,2853,427,98,7,90,269,326,330,39,494,25,19,14,61,4,7
John Patterson,1010066,228,564,636,95,16,5,5,74,52,35,1,113,24,0,13,13,22,7
Eddie Pellagrini,1010133,563,1423,1587,246,42,13,20,167,133,128,,201,13,1,22,26,13,7
Ken Phelps,1010277,761,1855,2288,249,64,7,123,308,313,390,28,450,21,21,1,25,10,7
Jim Poole,1010434,283,940,1028,191,54,13,13,118,140,59,,68,4,,25,,9,7
Ron Pruitt,1010554,341,795,905,170,28,4,12,88,92,94,7,90,2,7,7,26,8,7
Mike Ramsey,1010686,394,786,854,155,26,6,2,81,57,48,8,111,2,3,15,21,14,7
Jack Remsen,1010827,578,2352,2423,458,69,39,8,366,199,71,,131,0,,,,14,7
Bill Renna,1010836,370,918,1035,145,36,10,28,123,119,99,1,166,6,4,8,15,2,7
Karl Rhodes,1010886,225,590,675,87,29,3,13,74,44,74,7,121,2,5,4,7,14,7
Hal Rice,1010896,424,1183,1283,224,52,12,19,129,162,94,,133,0,1,5,26,1,7
Dave Rosello,1011206,422,873,1014,162,31,3,10,114,76,108,12,145,1,10,22,15,5,7
Rafael Santana,1011441,668,2021,2183,405,74,5,13,188,156,138,34,234,5,8,11,61,3,7
Nelson Santovenia,1011445,297,884,972,138,42,4,22,77,116,59,7,165,6,17,6,25,4,7
Heinie Schuble,1011621,330,935,1011,165,43,16,11,139,116,57,,108,2,,17,,19,7
Andy Seminick,1011742,1304,3921,4571,624,139,26,164,495,556,582,9,780,40,1,27,118,23,7
Art Shamsky,1011786,665,1686,1913,283,60,15,68,194,233,188,29,254,15,15,9,34,5,7
Joel Skinner,1012039,564,1441,1551,247,62,3,17,119,136,80,1,387,4,8,18,40,3,7
Daryl Spencer,1012321,1098,3689,4206,631,145,20,105,457,428,449,25,516,20,27,21,103,13,7
Pete Stanicek,1012402,113,374,423,76,10,1,4,38,26,36,1,64,6,1,6,11,20,7
Stuffy Stewart,1012529,176,265,289,45,14,3,1,74,18,17,,32,0,,7,,21,7
Dick Stuart,1012639,1112,3997,4363,640,157,30,228,506,743,301,34,957,22,37,6,118,2,7
John Sullivan,1012700,162,495,564,112,28,8,5,64,69,48,,55,3,,18,,6,7
Doug Taitt,1012811,258,824,908,154,43,16,4,81,95,58,,64,3,,23,,13,7
Carl Taylor,1012862,411,846,1006,178,31,6,10,113,115,136,4,130,5,9,10,30,12,7
Zack Taylor,1012896,918,2865,3101,598,113,28,9,258,311,161,,192,16,,59,5,9,7
Jason Thompson,1013014,1418,4802,5686,829,204,12,208,640,782,816,70,862,9,54,5,113,8,7
Dave Valle,1013333,970,2775,3147,448,121,12,77,314,350,258,11,413,63,17,33,105,5,7
Otto Vogel,1013445,111,253,284,47,11,3,2,38,30,17,,37,6,,8,,6,7
Mark Wagner,1013488,415,843,942,173,20,9,3,81,71,61,0,130,3,4,31,19,8,7
Jim Walewander,1013506,162,242,280,41,9,1,1,50,14,24,0,33,0,2,12,3,15,7
Dee Walsh,1013569,89,226,263,38,5,1,0,22,12,22,,40,9,,6,,10,7
Ken Walters,1013588,259,681,721,124,20,2,11,71,58,25,4,89,3,5,7,17,6,7
Kevin Ward,1013619,125,254,283,36,12,2,5,25,20,23,0,65,3,1,2,11,3,7
John Wehner,1013730,461,804,897,159,33,4,4,99,54,73,5,136,1,3,16,18,15,7
Wally Westlake,1013807,958,3117,3495,581,107,33,127,474,539,317,1,453,33,2,26,98,19,7
Bobby Wine,1014124,1164,3172,3467,532,104,16,30,249,268,214,53,538,3,15,63,103,7,7
Ken Wood,1014227,342,995,1109,130,52,7,34,110,143,102,,141,2,,10,36,1,7
Tom York,1014355,963,4002,4211,774,217,89,15,743,502,199,,201,10,,,,15,7
Gus Zernial,1014432,1234,4131,4561,675,159,22,237,572,776,383,3,755,24,20,3,106,15,7
Darren Ford,109,33,14,16,4,0,0,0,8,0,1,0,5,1,0,0,0,9,6
Brook Fordyce,138,623,1807,1973,319,103,4,41,172,188,119,6,295,17,11,19,36,8,6
Todd Dunwoody,381,295,915,986,142,48,12,11,98,81,51,0,234,7,7,6,12,13,6
Daryle Ward,579,948,2234,2462,362,131,5,90,242,379,192,36,422,9,27,0,66,1,6
Dee Brown,593,271,814,874,138,37,1,14,86,89,50,5,207,4,4,2,13,8,6
A.J. Hinch,606,350,953,1075,146,28,3,32,104,112,71,1,214,14,11,26,20,13,6
Tyler Houston,689,700,1805,1947,326,84,6,63,197,253,119,15,408,5,5,12,49,10,6
Bobby Kielty,736,599,1792,2084,292,105,6,53,257,253,246,15,372,22,19,5,49,21,6
Alberto Castillo,812,418,1026,1173,173,39,2,12,98,101,103,1,219,7,11,26,21,3,6
Sean Burroughs,1021,528,1664,1823,371,68,12,12,187,143,119,13,223,26,6,8,38,20,6
Tsuyoshi Shinjo,1132,303,876,960,150,41,4,20,98,100,55,6,128,14,6,9,13,9,6
Kevin Mench,1261,729,2362,2597,379,150,14,89,311,331,183,15,335,27,23,2,32,12,6
Darrin Fletcher,1302,1245,3902,4271,702,214,8,124,377,583,255,31,399,49,51,13,121,2,6
Chris Woodward,1329,660,1706,1896,274,87,14,33,211,191,137,6,400,12,24,17,28,9,6
Jason Lane,1397,500,1211,1366,160,64,7,61,165,189,123,2,258,13,15,4,22,10,6
Jesse Garcia,1418,171,273,287,47,5,2,5,41,23,8,1,48,1,0,5,4,7,6
Lou Collier,1438,315,713,813,124,33,7,8,89,78,75,7,160,9,10,6,14,12,6
Ben Petrick,1471,240,669,764,103,37,5,27,114,94,78,5,177,6,8,3,11,5,6
Jack Cust,1564,670,2107,2581,307,96,2,105,311,323,444,12,819,12,18,0,32,6,6
Antonio Perez,1708,216,495,557,86,25,4,6,62,43,49,1,144,7,2,4,5,16,6
Trent Durrington,1805,140,235,261,36,5,3,2,35,9,17,0,54,0,0,9,3,14,6
Khalil Greene,1826,737,2567,2835,367,157,14,90,322,352,190,18,556,35,37,6,59,25,6
Terrmel Sledge,1878,291,705,803,110,32,7,25,81,100,82,7,151,4,5,7,13,6,6
Midre Cummings,1927,460,1113,1229,196,60,8,22,136,124,94,4,200,9,7,5,14,9,6
David Newhan,2009,413,986,1095,179,37,10,23,148,120,80,3,210,9,10,10,16,29,6
Ryan Doumit,2113,980,3093,3407,516,191,7,104,350,413,232,28,621,53,26,3,89,12,6
Greg Dobbs,2158,959,2097,2272,387,106,9,46,204,274,132,24,402,13,26,4,44,14,6
Matt Treanor,2265,468,1272,1482,214,45,4,18,120,129,147,9,286,29,14,20,28,5,6
Michael Morse,3035,832,2569,2813,453,139,8,105,296,355,178,7,668,47,19,0,83,6,6
Andy Marte,3203,308,854,940,114,45,6,21,86,99,67,1,180,4,7,8,17,1,6
Anderson Hernandez,3366,240,643,703,121,25,5,4,69,60,55,2,107,0,2,3,17,10,6
Andy Gonzalez,3669,91,225,257,31,6,1,3,21,13,31,1,70,0,0,1,5,1,6
Eric Thames,3711,605,1868,2112,238,100,17,96,286,235,207,14,617,28,7,2,25,18,6
Aaron Cunningham,4087,222,452,501,58,31,3,7,47,51,34,3,110,6,4,5,9,4,6
Scott Van Slyke,4365,355,760,869,110,44,1,29,84,95,85,4,223,14,8,2,20,11,6
Jordany Valdespin,5098,214,426,467,60,14,3,15,52,52,27,0,89,5,0,9,4,15,6
Steve Lombardozzi,5422,291,796,848,164,33,5,5,75,52,29,2,104,8,4,11,8,10,6
Mitch Maier,5588,360,977,1117,182,36,14,10,122,93,112,4,222,7,7,14,14,15,6
Conor Jackson,5997,658,2184,2485,407,123,9,52,291,295,252,10,291,27,18,4,66,27,6
Daniel Robertson,6266,148,351,386,73,16,2,1,43,36,27,2,41,0,1,7,12,6,6
Brent Morel,6402,220,662,717,110,26,1,13,72,59,40,1,132,3,2,10,15,12,6
Derek Norris,6867,610,1967,2195,288,98,4,63,242,247,195,10,541,19,12,2,42,26,6
Juan Francisco,6978,404,996,1091,133,50,4,48,110,152,81,6,375,8,6,0,17,2,6
Matt Tolbert,7365,247,605,680,100,27,9,3,76,54,48,1,105,4,6,17,10,17,6
Tyler Flowers,9134,802,2456,2776,380,111,5,86,267,301,227,6,852,75,14,4,56,2,6
Jordan Danks,9187,184,348,390,60,10,0,8,41,26,38,1,121,1,3,0,7,15,6
Michael McKenry,9628,311,839,953,120,48,3,29,94,103,93,4,235,8,6,7,20,2,6
Ryan Goins,9807,556,1545,1690,248,71,12,22,154,158,108,1,371,3,11,23,46,6,6
Efren Navarro,9854,157,323,355,57,16,2,3,36,22,29,4,70,0,0,3,7,2,6
Enrique Hernandez,10472,1057,3125,3503,448,176,15,108,441,393,313,12,695,27,32,6,60,17,6
Jedd Gyorko,10816,847,2693,2983,422,111,5,121,317,370,248,6,670,18,24,0,77,14,6
Phil Gosselin,10953,497,1108,1199,212,49,3,17,137,103,75,3,259,9,4,3,13,11,6
Matt Szczur,11255,363,589,667,90,31,3,12,80,61,65,2,133,5,2,6,8,7,6
Matthew den Dekker,11385,166,368,415,55,19,1,7,46,30,41,0,100,3,1,2,1,12,6
Rosell Herrera,11611,149,383,421,60,20,3,3,35,31,30,1,84,4,2,2,8,7,6
Austin Barnes,12158,545,1334,1557,198,57,3,34,190,149,181,9,341,28,6,8,41,20,6
Tyler Collins,12723,183,502,552,80,17,7,14,53,58,45,0,140,2,2,1,6,3,6
Joey Rickard,13277,347,904,984,152,47,3,20,103,71,61,1,223,11,3,5,13,20,6
Jeimer Candelario,13621,746,2688,3036,383,165,16,88,360,318,290,6,714,43,14,0,43,15,6
Devon Travis,13862,316,1169,1245,203,78,4,35,155,153,61,1,232,9,4,2,23,14,6
Albert Almora Jr.,14109,600,1491,1605,272,76,5,33,189,163,86,6,290,6,11,11,43,7,6
Mitch Haniger,14274,625,2375,2666,358,122,11,118,371,351,232,10,648,37,21,1,49,19,6
Anthony Alford,14329,102,220,240,29,7,2,8,25,20,16,1,91,4,0,0,4,11,6
Nomar Mazara,14553,684,2448,2690,418,114,9,85,294,360,197,11,592,25,20,0,49,7,6
David Bote,14593,384,1019,1165,147,47,5,36,132,150,113,5,311,22,10,1,36,11,6
Brett Phillips,14735,395,854,971,95,25,9,31,122,99,95,2,376,7,6,9,6,39,6
Mike Tauchman,15274,365,917,1068,144,48,2,25,157,126,136,4,266,7,5,3,16,24,6
Jose Abreu,15676,1411,5494,6100,969,326,17,261,759,953,428,57,1218,123,55,0,183,11,6
Austin Slater,16153,550,1305,1486,233,56,9,38,186,153,154,5,410,23,3,1,29,45,6
Christian Arroyo,16434,295,917,992,151,54,2,24,106,120,51,3,215,13,5,5,22,8,6
Luis Urias,16622,445,1412,1641,218,61,4,48,192,180,172,3,354,42,9,1,34,9,6
Yasmany Tomas,17171,309,1108,1175,182,60,5,48,131,163,61,4,299,3,3,0,37,7,6
Jose Siri,17452,226,685,738,86,26,5,36,121,89,41,0,255,7,4,1,8,29,6
Taylor Ward,17548,391,1330,1507,216,67,4,52,200,167,142,0,351,21,12,2,20,14,6
Steven Duggar,17719,271,776,846,118,42,9,14,101,87,61,4,262,4,5,0,6,19,6
Ryan Mountcastle,18373,439,1638,1805,273,77,3,78,215,265,132,4,452,12,23,0,39,11,6
Luke Williams,19931,148,244,263,43,9,1,2,30,12,19,1,74,0,0,0,3,17,6
Nick Madrigal,20521,234,782,846,174,36,5,4,91,67,39,0,75,17,1,7,17,16,6
Taylor Walls,22458,295,862,991,102,40,4,17,118,84,119,0,261,3,2,4,10,36,6
Geraldo Perdomo,22799,303,869,1032,141,33,7,11,134,88,120,3,195,11,6,26,5,25,6
Will Brennan,25660,149,474,500,98,25,1,6,47,49,18,3,61,6,2,0,4,15,6
Corbin Carroll,25878,187,669,760,108,39,12,29,129,90,65,1,156,16,4,6,8,56,6
Michael Harris II,25931,252,919,980,168,60,6,37,151,121,46,1,208,10,3,2,15,40,6
Shogo Akiyama,27461,142,317,366,56,14,1,0,32,21,39,1,74,6,1,1,2,9,6
Bob Addis,1000068,208,534,576,124,22,2,2,70,47,37,,47,0,,5,9,8,6
Willie Aikens,1000090,774,2492,2856,438,125,2,110,301,415,319,42,444,18,27,0,88,3,6
Bill Akers,1000098,174,475,553,87,17,9,11,64,69,63,,64,1,,14,,7,6
Harry Anderson,1000230,484,1586,1785,261,82,16,60,199,242,159,32,291,16,15,9,29,3,6
Jimmy Archer,1000290,847,2646,2882,504,106,34,16,246,296,124,,241,19,,93,,36,6
Joe Astroth,1000345,544,1579,1791,327,51,10,13,163,156,177,6,124,14,1,20,60,6,6
Bob Barton,1000630,393,1049,1153,194,31,3,9,54,66,87,18,168,5,6,6,33,3,6
Kim Batiste,1000666,251,658,684,120,23,1,10,59,64,14,5,120,2,7,3,25,4,6
Yamil Benitez,1000834,169,448,481,71,16,3,19,47,60,25,1,106,5,1,2,9,4,6
Damon Berryhill,1000904,683,2030,2208,329,106,6,47,175,257,139,23,409,6,23,10,53,3,6
Buddy Blair,1001028,137,484,523,96,26,8,5,48,66,30,,30,3,,6,14,1,6
Eddie Booth,1001192,242,1014,1022,207,23,13,1,129,73,8,,12,,,,,4,6
Bob Borkowski,1001204,470,1170,1260,225,43,10,16,126,112,76,0,166,3,3,8,32,2,6
Steve Boros,1001207,420,1255,1473,225,50,7,26,141,149,181,19,174,13,11,13,30,11,6
Scott Bradley,1001315,604,1648,1801,325,75,6,18,149,184,104,14,110,11,22,16,52,3,6
Al Brancato,1001340,282,930,1038,147,37,11,4,117,80,96,,92,3,,9,24,5,6
Bunny Brief,1001423,184,569,669,88,25,9,5,61,59,58,,95,10,,32,,17,6
Byron Browne,1001500,349,869,982,128,37,10,30,94,102,101,8,273,5,4,3,23,5,6
Dick Brown,1001510,636,1866,2030,328,62,3,62,175,223,119,30,356,11,16,18,46,7,6
Mike Brumley,1001586,295,635,697,103,17,8,3,78,38,46,1,136,2,2,12,11,20,6
Jim Bucher,1001617,554,1792,1914,372,66,19,17,242,193,91,,113,6,,25,32,19,6
Ellis Burton,1001736,215,556,645,75,24,4,17,79,59,65,1,117,5,7,12,11,11,6
Ray Caldwell,1001832,590,1164,1269,227,46,8,8,138,114,78,,158,3,,24,,23,6
Joe Cannon,1001916,148,227,232,35,3,1,1,34,11,1,0,54,1,0,3,2,15,6
Pete Castiglione,1002067,545,1670,1820,329,62,11,24,205,150,103,,126,4,0,43,29,10,6
Gino Cimoli,1002241,969,3054,3357,583,133,48,44,370,321,221,13,474,14,25,43,89,21,6
Ted Cox,1002708,272,771,847,149,29,1,10,65,79,57,5,98,3,4,12,18,3,6
Felipe Crespo,1002763,262,445,523,73,22,4,10,46,68,50,4,101,11,9,8,7,9,6
Gene Desautels,1003227,712,2012,2310,382,73,11,3,211,187,232,,168,9,,57,20,12,6
Dick Dietz,1003290,646,1829,2244,317,89,6,66,226,301,381,30,402,13,13,8,51,4,6
Walt Dropo,1003510,1288,4124,4521,771,168,22,152,478,704,328,12,582,24,23,22,166,5,6
Jim Dyck,1003611,330,983,1134,159,52,5,26,139,114,131,1,140,7,0,13,27,4,6
Dave Edwards,1003684,321,640,706,110,26,2,14,95,73,55,2,147,4,2,5,16,12,6
Carmen Fanzone,1003928,237,588,680,85,27,0,20,66,94,74,8,119,6,9,3,14,3,6
Cecil Fielder,1004026,1470,5158,5939,787,200,7,319,744,1008,693,76,1316,43,45,0,169,2,6
Ed Fitz Gerald,1004107,807,2086,2310,431,82,10,19,199,217,185,3,235,12,5,22,76,9,6
Barry Foote,1004210,687,2127,2300,319,103,10,57,191,230,136,29,287,10,17,10,73,10,6
Roy Foster,1004257,337,1016,1153,160,51,1,45,136,118,110,8,146,20,6,1,32,9,6
